Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Pieaugušo neformālās izglītības iestāde ""Latvijas Juridiskās psiholoģijas mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Latvijas Juridiskās psiholoģijas asociācija""";"Nē";"Nē";"3080802535";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Floristikas skola - meistardarbnīca Grieta""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Grieta 3""";"Nē";"Nē";"2880802536";"Juridiska vai fiziska persona";"JELGAVA"
"Pieaugušo neformālās izglītības iestāde ""Edurio""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"EDURIO LTD filiāle Latvijā";"Nē";"Nē";"3380802324";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""PARADIGMA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""BALTIJAS PSIHO-ORGANISKĀS ANALĪZES CENTRS""";"Nē";"Nē";"3380802310";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Konsultāciju un mācību centrs ""Laula""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Sadarbības platforma""";"Nē";"Nē";"4280802550";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Eiropas Ilgtermiņa aprūpes centra ""Aprūpes skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""TZMO Latvija""";"Nē";"Nē";"3380802562";"Juridiska vai fiziska persona";"RĪGA"
"Sabiedrības ar ierobežotu atbildību ""KOMUNIKĀCIJU DARBNĪCA"" Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""KOMUNIKĀCIJU DARBNĪCA""";"Nē";"Nē";"4380802336";"Juridiska vai fiziska persona";"ĶEKAVAS NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Spring Valley""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Spring Valley""";"Nē";"Nē";"3380802337";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Kursu bāze""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""KURSU BĀZE""";"Nē";"Nē";"1780802350";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Kompetenču attīstības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Republikas Ministru kabinets";"Nē";"Nē";"3380702566";"Veselības ministrija";"RĪGA"
"""Mācību centrs Aspasia""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas diskalkulijas asociācija";"Nē";"Nē";"3380802569";"Juridiska vai fiziska persona";"-Nav norādīts-"
"""Nākotnes klase""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums ""Ventspils Augsto tehnoloģiju parks""";"Nē";"Nē";"3280802570";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs Laiks""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Familia Acernis""";"Nē";"Nē";"4480802280";"Juridiska vai fiziska persona";"ĶEGUMA NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Fitnesa Izglītības Centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Fitnesa Izglītības Centrs""";"Nē";"Nē";"3380802578";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""BOTC Mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""BOTC Training"" SIA";"Nē";"Nē";"3380802363";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde Daugavpils Universitātes Mūžizglītības, kultūras un zinātnes komunikācijas biedrība ""Intelekta parks""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Daugavpils Universitātes Mūžizglītības, kultūras un zinātnes komunikācijas biedrība ""Intelekta parks""";"Nē";"Nē";"2780802360";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Pašattīstības un emocionālās inteliģences centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Look Close""";"Nē";"Nē";"4380802581";"Juridiska vai fiziska persona";"ĀDAŽU NOVADS"
"Pieaugušo neformālās izglītības iestāde ""DOMUS Izglītība""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"DOMUS atbalsta centrs";"Nē";"Nē";"1080802372";"Juridiska vai fiziska persona";"JĒKABPILS"
"Pieaugušo neformālās izglītības iestāde ""Sociālo tehnoloģiju centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Sociālo tehnoloģiju centrs""";"Nē";"Nē";"2980802322";"Juridiska vai fiziska persona";"JŪRMALA"
"Pieaugušo neformālās izglītības iestāde ""Pieaugušo tālākizglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Tukuma novada pašvaldība";"Nē";"Nē";"4180902447";"Pašvaldība ";"KANDAVAS NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Pielietojamās kinezioloģijas skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""PROKINEZIO""";"Nē";"Nē";"4280802333";"Juridiska vai fiziska persona";"RĒZEKNES NOVADS"
"Profesionālās meistarības studiju centrs ""O.D.A.""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""O.D.A.""";"Nē";"Nē";"3380802340";"Juridiska vai fiziska persona";"RĪGA"
"SIA ""Rotors"" Mācību centrs";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""ROTORS""";"Nē";"Nē";"4580802344";"Juridiska vai fiziska persona";"JELGAVAS NOVADS"
"Pieaugušo neformālās izglītības iestādes ""Ziedoņa klase""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Ziedoņa klase""";"Nē";"Nē";"3380802389";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""PSI Mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību PSI ""Mācību centrs""";"Nē";"Nē";"3380802346";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Izglītības centrs ""k.Port""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""k.Port""";"Nē";"Nē";"3380802347";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Lielvārds Kompetences centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Lielvārds""";"Nē";"Nē";"3380802352";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""ProMadTeh""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""ProMadTeh""";"Nē";"Nē";"4380802353";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Konfliktoloģijas institūta izglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums ""Konfliktoloģijas institūts""";"Nē";"Nē";"3380802300";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Tiešsaistes mācību centrs TALIZ""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Ditarium""";"Nē";"Nē";"3380802266";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Latvijas Skolu sporta izglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Skolu sporta federācija";"Nē";"Nē";"2880802546";"Juridiska vai fiziska persona";"JELGAVA"
"Pieaugušo neformālā izglītības iestāde ""Izglītojošo metožu centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Izglītojošo spēļu un metožu asociācija""";"Nē";"Nē";"3380802276";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Sensomotorās komunikācijas mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Sensomotorās Komunikācijas mācību centrs ""MoComm""""";"Nē";"Nē";"3380802325";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Salvum TD""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Salvum TD aprūpe un izglītība""";"Nē";"Nē";"4380802429";"Juridiska vai fiziska persona";"ĀDAŽU NOVADS"
"Pieaugušo neformālās izglītības iestāde ""egoPERFECTUS mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""KALBA""";"Nē";"Nē";"3380802332";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Baltijas Psihoterapijas Institūts""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Baltijas Psihoterapijas Institūts""";"Nē";"Nē";"3380802338";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestādei ""ARODAC""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""ARODA CENTRS""";"Nē";"Nē";"3380802341";"Juridiska vai fiziska persona";"RĪGA"
"Rēzeknes reģionālais datorcentrs";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Nē";"3180902348";"Pašvaldība ";"RĒZEKNE"
"Pieaugušo neformālās izglītības iestāde ""Panākumu Universs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA 8th Horizon";"Nē";"Nē";"4480802557";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Drošā māja""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Patvērums ""Drošā māja""";"Nē";"Nē";"3380802567";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Tilta resursi""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Tilta resursi""";"Nē";"Nē";"3380802579";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Komunikāciju Grupa""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Komunikāciju Grupa""";"Nē";"Nē";"2980802392";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""VERSO""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""VERSO""";"Nē";"Nē";"2880802339";"Juridiska vai fiziska persona";"JELGAVA"
"Pieaugušo neformālās izglītības iestāde ""Digitālās Izaugsmes Skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Riga TechGirls";"Nē";"Nē";"3380802349";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""POLIGLOTS""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""POLYGLOT""";"Nē";"Nē";"3380802419";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Paula Stradiņa klīniskās universitātes slimnīcas Zinātniskā institūta mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Valsts sabiedrība ar ierobežotu atbildību ""Paula Stradiņa klīniskā universitātes slimnīca""";"Nē";"Nē";"3380802454";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Pieaugušo interešu izglītības iestāde ""Šivas vēdiskās izglītības iestāde""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Amritas avots""";"Nē";"Nē";"3380802378";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""EKODOMA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""EKODOMA""";"Nē";"Nē";"3380802432";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""AUTOLAIME""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""AUTOLAIME""";"Nē";"Nē";"3380802427";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Pieaugušo Tālākizglītības Aģentūra""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""PUBLISKO & PRIVĀTO PARTNERATTIECĪBU PĀRVALDE""";"Nē";"Nē";"3380802379";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""VALODU MAPE""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""VALODU MAPE""";"Nē";"Nē";"2580802435";"Juridiska vai fiziska persona";"VALMIERA"
"Pieaugušo neformālās izglītības iestāde ""MERKURS""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""MERKURS IZGLĪTĪBA""";"Nē";"Nē";"3380802438";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde SIA ""STRŪDZNIEKI""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""STRŪDZNIEKI""";"Nē";"Nē";"3380802334";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Profesionālās meistarības centrs ""MFocus"""".";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""MFocus""";"Nē";"Nē";"3380802335";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Kuldīgas Digitālo inovāciju centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Kuldīgas novada pašvaldība";"Nē";"Nē";"4180902388";"Pašvaldība ";"KULDĪGA"
"Pieaugušo neformālās izglītības iestāde ""LINGUA FRANCA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""LINGUA FRANCA""";"Nē";"Nē";"2580802468";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""ITLAT""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""ITLAT""";"Nē";"Nē";"3380802397";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""InAC""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Inovāciju atbalsta centrs""";"Nē";"Nē";"3380802556";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs FranklinCovey Latvia""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""FC LATVIA""";"Nē";"Nē";"4380802474";"Juridiska vai fiziska persona";"ROPAŽU NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Jēkabpils Tālākizglītības un informāciju tehnoloģiju centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Jēkabpils novada pašvaldība";"Nē";"Nē";"1080902565";"Pašvaldība ";"JĒKABPILS"
"Pieaugušo neformālās izglītības iestāde ""Latvijas Tirdzniecības un Rūpniecības kameras mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Tirdzniecības un rūpniecības kamera";"Nē";"Nē";"3380802430";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Gruminga skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Birma PETS Services""";"Nē";"Nē";"3380802475";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Alius Lingua""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Alius Lingua""";"Nē";"Nē";"3380802480";"Juridiska vai fiziska persona";"RĪGA"
"Mācību centrs Saskarsme";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību KOSMOZOFIJAS institūts ""SASKARSME""";"Nē";"Nē";"3380802485";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs ""Skrivanek""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Skrivanek Baltic""";"Nē";"Nē";"3380802508";"Juridiska vai fiziska persona";"RĪGA"
"Nodibinājuma ""Latvijas Evaņģēliski luteriskās Baznīcas Diakonijas centrs"" pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums ""Latvijas Evaņģēliski luteriskās Baznīcas Diakonijas centrs""";"Nē";"Nē";"3380802515";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Latvikon""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""LATVIKON""";"Nē";"Nē";"3380802445";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Grobiņas Pieaugušo izglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Dienvidkurzemes novada pašvaldība";"Nē";"Nē";"4180902564";"Pašvaldība ";"GROBIŅAS NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Latvijas Tautas skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Tautas skola";"Nē";"Nē";"3380802521";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde AVESTAS ASTROLOĢIJAS SKOLA ""AVESTA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""AVESTAS ASTROLOĢISKĀ ASOCIĀCIJA PĀVELA GLOBAS VADĪBĀ""";"Nē";"Nē";"3380802575";"Juridiska vai fiziska persona";"RĪGA"
"SIA ""Integrālās izglītības institūts- I3"" pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Integrālās izglītības institūts- I3""";"Nē";"Nē";"3380802478";"Juridiska vai fiziska persona";"RĪGA"
"Ventspils valstspilsētas pašvaldības iestāde ""Ventspils Digitālais centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Ventspils valstspilsētas pašvaldība";"Nē";"Nē";"3280902580";"Pašvaldība ";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Zinātne""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Tautas skolas mācību centrs ""Zinātne""";"Nē";"Nē";"4180802572";"Juridiska vai fiziska persona";"TUKUMA NOVADS"
"Mācību centrs ""LAPA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""LAPA Ltd""";"Nē";"Nē";"3380802503";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""IZGLĪTĪBAS CENTRS PROFEKTIS""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""PROFEKTIS"" SIA";"Nē";"Nē";"3380802514";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Pedagoģiskās meistarības skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"IK PEDAGOĢISKĀS MEISTARĪBAS SKOLA";"Nē";"Nē";"4380802520";"Juridiska vai fiziska persona";"BALDONES NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs IQTC""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""IQTC Management""";"Nē";"Nē";"3380802528";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Drošas Braukšanas Skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""DROŠAS BRAUKŠANAS SKOLA""";"Nē";"Nē";"3380802489";"Juridiska vai fiziska persona";"RĪGA"
"Rīgas Izglītības un informatīvi metodiskais centrs";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3380902539";"Pašvaldība ";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Fitnesa Semināri""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Fitnesa Semināri""";"Nē";"Nē";"3380802559";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs bērnu un pusaudžu atbalstam""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Bērnu un pusaudžu resursu centrs""";"Nē";"Nē";"3380802571";"Juridiska vai fiziska persona";"-Nav norādīts-"
"""JavaGuru """;"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""ITGuru Software Development""";"Nē";"Nē";"4380802563";"Juridiska vai fiziska persona";"-Nav norādīts-"
