Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Pieaugušo neformālās izglītības iestāde ""Sporta laboratorija""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Sporta laboratorija""";"Nē";"Nē";"3380802164";"Juridiska vai fiziska persona";"RĪGA"
"Latvijas Okupācijas muzejs";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Okupācijas muzeja biedrība";"Nē";"Nē";"3380802208";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Latvijas Alpīnistu un ceļotāju asociācijas Kalnu skola";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Alpīnistu un ceļotāju asociācija";"Nē";"Nē";"3380802210";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālā izglītības iestāde ""Baltijas Biroju Tehnoloģijas""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""BALTIJAS BIROJU TEHNOLOĢIJAS""";"Nē";"Nē";"3380802168";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""MĀ TELPA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""MĀ TELPA""";"Nē";"Nē";"3380802226";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Comperio""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Comperio""";"Nē";"Nē";"3380802227";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Runas darbnīca""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Balss Akadēmija""";"Nē";"Nē";"3380802177";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Sapiens""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Izglītības biedrība ""Sapiens""";"Nē";"Nē";"2580802125";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""I-Style""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""IY-Style""";"Nē";"Nē";"3380802114";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Amber Line mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Amber Line""";"Nē";"Nē";"4180802121";"Juridiska vai fiziska persona";"KULDĪGA"
"Pieaugušo neformālās izglītības iestāde ""Tālākizglītības centrs Dialoga māksla""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Mediācijas telpa""";"Nē";"Nē";"4480802206";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs ""Procentum""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Procentum""";"Nē";"Nē";"3380802151";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Mācību centrs INDUSTRIJA";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""JP SOLUTIONS""";"Nē";"Nē";"3380802240";"Juridiska vai fiziska persona";"RĪGA"
"Mācību centrs ""Baltimage""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""BaltImage""";"Nē";"Nē";"3380802209";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības centrs ""Jaustra""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Interešu apvienība ""Jaustra""";"Nē";"Nē";"4280802221";"Juridiska vai fiziska persona";"RĒZEKNES NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Augsta Emocionāla Intelekta centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""LATVIJAS INTELEKTUĀLĀS ATTĪSTĪBAS FONDS""";"Nē";"Nē";"2980802181";"Juridiska vai fiziska persona";"JŪRMALA"
"Pieaugušo neformālās izglītības iestāde ""DaJo izglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""DaJo""";"Nē";"Nē";"4180802189";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""BUHSERVISS""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""BUHSERVISS""";"Nē";"Nē";"3380802225";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Datu aizsardzības apmācības""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA IDYLL";"Nē";"Nē";"4480802236";"Juridiska vai fiziska persona";"NAUKŠĒNU NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Latvijas Supervīzijas un organizāciju attīstības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums ""Latvijas Supervīzijas un organizāciju attīstības centrs""";"Nē";"Nē";"2980802237";"Juridiska vai fiziska persona";"JŪRMALA"
"Pieaugušo neformālās izglītības iestāde ""EiroKlase""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Storage""";"Nē";"Nē";"3380802248";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""VIVA SOFIJA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Individuālais komersants ""VIVA SOFIJA""";"Nē";"Nē";"3380802198";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Valodu kursi TEV""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Abyling""";"Nē";"Nē";"3380802238";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības mācību centrs ""MAINIES UZ AUGŠU""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"International Womens Alliance";"Nē";"Nē";"2780802253";"Juridiska vai fiziska persona";"DAUGAVPILS"
"Pieaugušo neformālās izglītības iestāde ""Personāla apmācību centrs ""AGENDA""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""PAC Agenda""";"Nē";"Nē";"3380802243";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Dzīvesspēks""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Dzīvesspēks""";"Nē";"Nē";"4380802157";"Juridiska vai fiziska persona";"GARKALNES NOVADS"
"""1 1 A SOLLERTIA neformālās izglītības iestāde""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""1 1 A SOLLERTIA"" SIA";"Nē";"Nē";"4380802201";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Daugavpils novada Kultūras pārvalde";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Nē";"2780902213";"Pašvaldība ";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Rolanda Ozola Neformālās izglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Mūžizglītības un kultūras institūts ""Vitae""";"Nē";"Nē";"3380802192";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs ""Izzini sevi""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums zinātnes un mācību centrs ""Cilvēks un visums""";"Nē";"Nē";"3380802279";"Juridiska vai fiziska persona";"RĪGA"
"""Narmadas Tautskola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Straupes pilsētas atdzimšanas biedrība";"Nē";"Nē";"4480802232";"Juridiska vai fiziska persona";"PĀRGAUJAS NOVADS"
"Pieaugušo neformālās izglītības iestāde ""Attīstības centrs ""TEMPS""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums ""Bruņurupucis""";"Nē";"Nē";"3380802195";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Profesionālās attīstības un personīgās izaugsmes centrs ""Aplis""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Attīstības aģentūra ""We & You""";"Nē";"Nē";"2780802260";"Juridiska vai fiziska persona";"DAUGAVPILS"
"Pieaugušo neformālās izglītības iestāde ""Skolu informācijas centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Apgāds Zvaigzne ABC""";"Nē";"Nē";"3380802214";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Medicīnas tālākizglītības centrs";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Veselības centrs Vivendi""";"Nē";"Nē";"3380802245";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Veselības tālākizglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""OnPlate""";"Nē";"Nē";"3380802303";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs IMPĒRIJA GRUPA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""IMPERIJA GROUP""";"Nē";"Nē";"2780802308";"Juridiska vai fiziska persona";"DAUGAVPILS"
"Pieaugušo neformālās izglītības iestāde ""Anželikas Žuravskas Astropsiholoģijas skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Anželika Žuravska - Rozenberga";"Nē";"Nē";"3380802231";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""C Modulis""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums ""C Modulis""";"Nē";"Nē";"2980802247";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde Autoskola ""Presto""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Presto Autoskola""";"Nē";"Nē";"3380802315";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Valodu Vēstniecība""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""VALODU VĒSTNIECĪBA""";"Nē";"Nē";"3080802317";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Mācību centrs ""ERFOLG""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""ERFOLG""";"Nē";"Nē";"2780802211";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Aparātpedikīra skola PASSO""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""PASSO""";"Nē";"Nē";"3380802216";"Juridiska vai fiziska persona";"RĪGA"
"Spāņu mācību centrs ""Centro Picasso""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Centro Picasso""";"Nē";"Nē";"3380802249";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālā izglītības iestāde ""ADR SKOLA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ADR skola";"Nē";"Nē";"3380802251";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu klīniskās universitātes slimnīcas Pieaugušo neformālās izglītības centrs";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Valsts sabiedrība ar ierobežotu atbildību ""Bērnu klīniskā universitātes slimnīca""";"Nē";"Nē";"3380802252";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Dodekaria""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Visuma vārti""";"Nē";"Nē";"4480802284";"Juridiska vai fiziska persona";"SALACGRĪVAS NOVADS"
"Pieaugušo neformālās izglītības iestāde Rīgas aktīvo senioru alianse RASA";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Rīgas aktīvo senioru alianse""";"Nē";"Nē";"3380802285";"Juridiska vai fiziska persona";"RĪGA"
"SIA ""Ķemers Business and Law Company"" Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Ķemers Business and Law Company""";"Nē";"Nē";"4480802229";"Juridiska vai fiziska persona";"SALACGRĪVAS NOVADS"
"Pieaugušo neformālās izglītības iestāde ""LJA mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Biedrība ""Latvijas Jumiķu apvienība""";"Nē";"Nē";"3380802323";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Rīgas Programmēšanas skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Riga Coding School""";"Nē";"Nē";"3380802234";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde LMT Mācību centrs";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Latvijas Mobilais Telefons"" SIA";"Nē";"Nē";"3380802292";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde Atbalsta un izglītības centrs ""Izaugsme""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Atbalsta un izglītības centrs ""Izaugsme""";"Nē";"Nē";"3180802328";"Juridiska vai fiziska persona";"RĒZEKNE"
"Pieaugušo neformālās izglītības iestāde ""Izglītības attīstības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Izglītības attīstības centrs""";"Nē";"Nē";"3380802331";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Ilvik""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""MĀCĪBU CENTRS ""ILVIK""""";"Nē";"Nē";"3380802345";"Juridiska vai fiziska persona";"-Nav norādīts-"
"""Klusuma skolas"" pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Klusuma skola""";"Nē";"Nē";"4380802258";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs ""Pluss""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""RENI PLUS""";"Nē";"Nē";"3380802239";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""MeKA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Meža un koksnes produktu pētniecības un attīstības institūts""";"Nē";"Nē";"2880802356";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs ""Baltijas Pastorālais institūts""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums ""Baltijas Pastorālais institūts""";"Nē";"Nē";"3380802217";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""LKF izglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Kinoloģiskā federācija";"Nē";"Nē";"3380802369";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""BOTC Marine Training""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""BOTC Marine Training"" SIA";"Nē";"Nē";"3380802370";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Treniņu laboratorija""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Training Lab""";"Nē";"Nē";"3380802307";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde Biznesa klase";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""PEER""";"Nē";"Nē";"3380802250";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Drošas medicīnas praktiskās apmācības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Doctors safe train fonds""";"Nē";"Nē";"2880802313";"Juridiska vai fiziska persona";"JELGAVA"
"Pieaugušo neformālās izglītības iestāde ""Estētiskās mezoterapijas skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nadežda Ozoliņa";"Nē";"Nē";"3380802256";"Juridiska vai fiziska persona";"-Nav norādīts-"
"SIA Pieaugušo neformālās izglītības iestāde ""Mācību centrs SUSTENTO""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Cilvēku ar īpašām vajadzībām sadarbības organizācija ""SUSTENTO""";"Nē";"Nē";"3380802382";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Latvijas Ārstu biedrības mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Ārstu biedrība";"Nē";"Nē";"3380802278";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Starptautiskais valodu mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""William Jones Language Instruction and Consultancy Centre""";"Nē";"Nē";"3380802282";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Nagu mākslas studija""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""Ligrons"" SIA";"Nē";"Nē";"3380802202";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""LKT studio""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""LKT studio""";"Nē";"Nē";"3380802403";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""0 1 A FORTŪNA SIA""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"0 1 A FORTŪNA SIA";"Nē";"Nē";"3380802405";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Latvijas Tiesnešu mācību centrs";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums Latvijas Tiesnešu mācību centrs";"Nē";"Nē";"3380802407";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""CMB Inženieru kompetences centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""CMB Inženieru kompetences centrs""";"Nē";"Nē";"3380802283";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""MĀCĪBU CENTRS OZOLS""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""MĀCĪBU CENTRS OZOLS""";"Nē";"Nē";"3380802220";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Sabiedrības ar ierobežotu atbildību ""New Education Technologies University"" neformālās izglītības iegūšanas konsultāciju un koordinācijas centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""New Education Technologies University""";"Nē";"Nē";"3380802288";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestādei ""Sokrata tautskola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Nodibinājums ""SOKRATA TAUTSKOLA""";"Nē";"Nē";"4380802329";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde Izglītības un inovāciju centrs ""LoDe""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Izglītības un inovāciju centrs ""LoDe""";"Nē";"Nē";"3180802330";"Juridiska vai fiziska persona";"RĒZEKNE"
"Pieaugušo neformālās izglītības iestāde ""SIA ""BALTIJAS STUDIJU CENTRS ""NET UNIVERSITY"""" neformālās izglītības iegūšanas konsultāciju un koordinācijas centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""BALTIJAS STUDIJU CENTRS ""NET UNIVERSITY""""";"Nē";"Nē";"3380802289";"Juridiska vai fiziska persona";"RĪGA"
"Neformālās izglītības iestāde ""IIC - Intelekta Izaugsmes centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Lairo""";"Nē";"Nē";"3380802343";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Mācību centrs ""Triviums apmācība""""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Triviums apmācība""";"Nē";"Nē";"3380802354";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""LIBAU MĀCĪBU CENTRS""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""LIBAU TRAINING CENTER""";"Nē";"Nē";"3080802299";"Juridiska vai fiziska persona";"LIEPĀJA"
"Pieaugušo neformālās izglītības iestāde Mācību centrs ""BLISS""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""BLISS""";"Nē";"Nē";"3380802359";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""MED4U skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Med4U""";"Nē";"Nē";"3380802304";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""TestDevLab Skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""TDL School"" SIA";"Nē";"Nē";"3380802314";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Tomega""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Tomega""";"Nē";"Nē";"4380802277";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Ineses Gulbes Masāžas skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Intact""";"Nē";"Nē";"3380802281";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""Latvijas Psihologu biedrības Profesionālās kompetences centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Latvijas Psihologu biedrība";"Nē";"Nē";"3380802242";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Izglītības iniciatīvu centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"""IZGLĪTĪBAS INICIATĪVU CENTRS""";"Nē";"Nē";"1080802481";"Juridiska vai fiziska persona";"JĒKABPILS"
"Izglītības un attīstības centrs ""EGO""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Izglītības un attīstības centrs ""EGO""""";"Nē";"Nē";"4480802496";"Juridiska vai fiziska persona";"LIMBAŽU NOVADS"
"""Dzīve"" bioenerģētikas un pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Individuālais komersants ""JULAR""";"Nē";"Nē";"3380802500";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Rīgas Geštalta institūta mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Rīgas Geštalta institūts""";"Nē";"Nē";"3380802318";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""Garīgā Astroloģijas Skola""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Garīgā Astroloģijas Skola""";"Nē";"Nē";"3380802387";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""T4F""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""T4F""";"Nē";"Nē";"4380802511";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pieaugušo neformālās izglītības iestāde ""FPA Izglītības centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""Finanšu projektu aģentūra""";"Nē";"Nē";"2780802524";"Juridiska vai fiziska persona";"DAUGAVPILS"
"Pieaugušo neformālās izglītības iestāde ""Tehnisko ekspertu mācību centrs""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"Tehnisko ekspertu sabiedrība ar ierobežotu atbildību ""TUV Nord Baltik""";"Nē";"Nē";"3380802298";"Juridiska vai fiziska persona";"RĪGA"
"Pieaugušo neformālās izglītības iestāde ""MIRTEGO""";"Pieaugušo neformālās izglītības iestāde";"Pieaugušo neformālās izglītības iestāde";"SIA ""MIRTEGO""";"Nē";"Nē";"2980802305";"Juridiska vai fiziska persona";"JŪRMALA"
