Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Jelgavas valstspilsētas pašvaldības pirmsskolas izglītības iestāde ""Kāpēcīši""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Jelgavas valstspilsētas pašvaldība";"Nē";"Nē";"2801903057";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Saulainie Austriņi""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Saulainie Austriņi""";"Nē";"Nē";"3801803020";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Zemenīte ABC""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Zemenīte ABC""";"Nē";"Nē";"3501803022";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pirmsskolas izglītības iestāde ""Attīstības centrs ģimenei""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"""Attīstības centrs ģimenei""";"Nē";"Nē";"3601803065";"Juridiska vai fiziska persona";"RĪGA"
"Privātā pirmsskolas izglītības iestāde ""Saules kaķis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Kampio""";"Nē";"Nē";"1701803088";"Juridiska vai fiziska persona";"OGRE"
"Privātā pirmsskolas izglītības iestāde ""Saliņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""PETZĀLI""";"Nē";"Nē";"2801803093";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Jelgavas valstspilsētas pašvaldības pirmsskolas izglītības iestāde ""Zīļuks""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Jelgavas valstspilsētas pašvaldība";"Nē";"Nē";"2801903074";"Pašvaldība ";"JELGAVA"
"Rīgas pirmsskolas izglītības iestāde ""Jumis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3601903026";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Gregucis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"""Vangažu māmiņu klubs""";"Nē";"Nē";"4301803161";"Juridiska vai fiziska persona";"INČUKALNA NOVADS"
"Privātā pirmsskolas izglītības iestāde ""Mazie stārķēni""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""L co L""";"Nē";"Nē";"3701803011";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""MūsMājas""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Bērnu attīstības centrs ""MūsMājas""""";"Nē";"Nē";"3601803176";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Krabītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Krabss""";"Nē";"Nē";"3701803204";"Juridiska vai fiziska persona";"RĪGA"
"Privātā pirmsskolas izglītības iestāde ""Kāpēcīšu Skoliņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Kāpēcīšu Skoliņa""";"Nē";"Nē";"3801803023";"Juridiska vai fiziska persona";"RĪGA"
"Rīgas Ziedoņdārza pirmsskola";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3601903025";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Ķipars-2""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Ķipars-2""";"Nē";"Nē";"3401803062";"Juridiska vai fiziska persona";"RĪGA"
"Tukuma pirmsskolas izglītības iestāde ""Pepija""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Tukuma novada pašvaldība";"Nē";"Nē";"4101902930";"Pašvaldība ";"-Nav norādīts-"
"Rīgas pirmsskolas izglītības iestāde ""Saulstariņi""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3501903024";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Kukaramba""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Kukaramba""";"Nē";"Nē";"3601803080";"Juridiska vai fiziska persona";"RĪGA"
"Privātā Pirmsskolas izglītības iestāde ""Lācīša namiņš""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Lācīša namiņš""";"Nē";"Nē";"4301803231";"Juridiska vai fiziska persona";"SALASPILS NOVADS"
"Privātā pirmsskolas izglītības iestāde ""Pūcēnu skola""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Pūcēnu skola""";"Nē";"Nē";"3701803089";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Kriksīša draugi""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Ruela""";"Nē";"Nē";"3801803058";"Juridiska vai fiziska persona";"RĪGA"
"Garkalnes pirmsskolas izglītības iestāde ""Skudriņas""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Ropažu novada pašvaldība";"Nē";"Nē";"4301903257";"Pašvaldība ";"GARKALNES NOVADS"
"Privātā pirmsskolas izglītības iestāde ""Pepijas skoliņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""KRESS 40""";"Nē";"Nē";"3801803117";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Kuldīgas novada pašvaldības pirmsskolas izglītības iestāde ""Bitīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Kuldīgas novada pašvaldība";"Nē";"Nē";"4101903272";"Pašvaldība ";"-Nav norādīts-"
"Rīgas privātā pirmsskolas izglītības iestāde ""NĀKOTNES BĒRNI""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""NĀKOTNES BĒRNI""";"Nē";"Nē";"3501803281";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Mazā Raibā Pupa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Raiba pupa""";"Nē";"Nē";"3901803244";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Grobiņas pirmsskolas izglītības iestāde ""Ūdelīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Dienvidkurzemes novada pašvaldība";"Nē";"Nē";"4101903299";"Pašvaldība ";"-Nav norādīts-"
"Langstiņu pirmsskolas izglītības iestāde ""Čiekuriņš""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Ropažu novada pašvaldība";"Nē";"Nē";"4301903255";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Elma""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Elma Kids""";"Nē";"Nē";"3901803264";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Mūsu Poga""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Ideju lauks""";"Nē";"Nē";"3701803302";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pirmsskolas izglītības iestāde ""Do Re Mi""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Solmari""";"Nē";"Nē";"3501803342";"Juridiska vai fiziska persona";"RĪGA"
"Augšlīgatnes pirmsskolas izglītības iestāde ""Zvaniņi""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Cēsu novada pašvaldība";"Nē";"Nē";"4401903277";"Pašvaldība ";"-Nav norādīts-"
"Tukuma pirmsskolas izglītības iestāde ""Lotte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Tukuma novada pašvaldība";"Nē";"Nē";"4101903131";"Pašvaldība ";"-Nav norādīts-"
"Pirmsskolas izglītības iestāde ""Mārzemīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Mārupes novada pašvaldība";"Nē";"Nē";"4301903141";"Pašvaldība ";"MĀRUPES NOVADS"
"Privātā pirmsskolas izglītības iestāde ""Montessori bērnu attīstības centrs ""Nākotnes māja""""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Nākotnes māja""";"Nē";"Nē";"3701803015";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Brocēnu pirmsskolas izglītības iestāde ""Varavīksne""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Saldus novada pašvaldība";"Nē";"Nē";"4101903371";"Pašvaldība ";"BROCĒNU NOVADS"
"Rūjienas pirmsskolas izglītības iestāde ""Vārpiņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Valmieras novada pašvaldība";"Nē";"Nē";"4401903382";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 146. pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3601903392";"Pašvaldība ";"RĪGA"
"Rīgas pirmsskolas izglītības iestāde ""Dardedze""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3501903394";"Pašvaldība ";"-Nav norādīts-"
"Rīgas pirmsskolas izglītības iestāde ""Zilbīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3601903399";"Pašvaldība ";"RĪGA"
"Rēzeknes pilsētas pirmsskolas izglītības iestāde ""Rūķītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Nē";"3101903400";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Pirmie Soļi""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Montessori Institute Latvia""";"Nē";"Nē";"3601803414";"Juridiska vai fiziska persona";"RĪGA"
"Harmoniskas attīstības pirmsskola ""ESME""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""ESME HAS""";"Nē";"Nē";"4301803219";"Juridiska vai fiziska persona";"SIGULDA"
"Montesori pirmsskolas izglītības iestāde Krāsainās Pērles";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Krāsainās Pērles""";"Nē";"Nē";"3801803234";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rīgas pirmsskolas izglītības iestāde ""Pienenītes""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3901903307";"Pašvaldība ";"-Nav norādīts-"
"Siguļu pirmsskolas izglītības iestāde ""Piejūra""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Ādažu novada pašvaldība";"Nē";"Nē";"4301903178";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""PATSKANIS""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA M REED";"Nē";"Nē";"3701803423";"Juridiska vai fiziska persona";"RĪGA"
"Privātā pirmsskolas izglītības iestāde ""Multimetode""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Multimetode""";"Nē";"Nē";"3701803425";"Juridiska vai fiziska persona";"RĪGA"
"Krimūnu pirmsskolas izglītības iestāde ""Ābolītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Dobeles novada pašvaldība";"Nē";"Nē";"4501903249";"Pašvaldība ";"-Nav norādīts-"
"Ikšķiles pirmsskolas izglītības iestāde ""Čiekuriņš""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Ogres novada pašvaldība";"Nē";"Nē";"4401903256";"Pašvaldība ";"IKŠĶILES NOVADS"
"Privātā pirmsskolas izglītības iestāde ""Bubberts""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Bubberts""";"Nē";"Nē";"4301803271";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Gulbenes novada pirmsskolas izglītības iestāde ""Ābolīši""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Gulbenes novada pašvaldība";"Nē";"Nē";"4401903331";"Pašvaldība ";"GULBENES NOVADS"
"Privātā pirmsskolas izglītības iestāde ""SAULSTARIŅŠ""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""DRIDŽI""";"Nē";"Nē";"4401803468";"Juridiska vai fiziska persona";"IKŠĶILES NOVADS"
"Privātā pirmsskolas izglītības iestāde ""Vāverkaķis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Telpa bērnam""";"Nē";"Nē";"3601803350";"Juridiska vai fiziska persona";"RĪGA"
"Siguldas novada Siguldas pilsētas pirmsskolas izglītības iestāde ""Tornīši""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Siguldas novada pašvaldība";"Nē";"Nē";"4301903211";"Pašvaldība ";"-Nav norādīts-"
"Olaines pirmsskolas izglītības iestāde ""Ābelīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Olaines novada pašvaldība";"Nē";"Nē";"4301903369";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Anniņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Bērnu Māja""";"Nē";"Nē";"3701803495";"Juridiska vai fiziska persona";"RĪGA"
"Privātā pirmsskolas izglītības iestāde ""Paulas Karlsons""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Paulas Karlsons""";"Nē";"Nē";"2801803233";"Juridiska vai fiziska persona";"JELGAVA"
"Rīgas pirmsskolas izglītības iestāde ""Ligzdiņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3801903372";"Pašvaldība ";"RĪGA"
"Pirmsskolas izglītības iestāde ""AUSEKLĪTIS""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Auseklītis 52""";"Nē";"Nē";"2801803282";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Daugavpils pilsētas 4. pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Daugavpils valstspilsētas pašvaldība";"Nē";"Nē";"2701903402";"Pašvaldība ";"-Nav norādīts-"
"Ludzas pilsētas pirmsskolas izglītības iestāde ""Rūķītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Ludzas novada pašvaldība";"Nē";"Nē";"4201903406";"Pašvaldība ";"LUDZA"
"Privātā pirmsskolas izglītības iestāde ""Marijas Bērnu māja""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""KatlZ""";"Nē";"Nē";"3401803412";"Juridiska vai fiziska persona";"RĪGA"
"Pirmsskolas izglītības iestāde ""Mazie brīnumi""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""EVE""";"Nē";"Nē";"4301803337";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Žubīte Žū""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Žubīte Žū""";"Nē";"Nē";"3701803266";"Juridiska vai fiziska persona";"RĪGA"
"Rīgas pirmsskolas izglītības iestāde ""Bizmārītes""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3501903306";"Pašvaldība ";"-Nav norādīts-"
"Saldus novada pirmsskolas izglītības iestāde ""Punktiņi""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Saldus novada pašvaldība";"Nē";"Nē";"4101903524";"Pašvaldība ";"SALDUS NOVADS"
"Privātā pirmsskolas izglītības iestāde ""Montessori attīstības centrs""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"""Montessori attīstības centrs""";"Nē";"Nē";"4301803436";"Juridiska vai fiziska persona";"SALASPILS NOVADS"
"Valmieras pirmsskolas izglītības iestāde ""Pienenīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Valmieras novada pašvaldība";"Nē";"Nē";"2501903547";"Pašvaldība ";"VALMIERA"
"Liepājas pirmsskolas izglītības iestāde ""Kriksītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Liepājas Centrālā administrācija";"Nē";"Nē";"3001903348";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""MĀMIŅU KLUBA BĒRNUDĀRZS""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""LIETIŠĶĀS KREATIVITĀTES GRUPA""";"Nē";"Nē";"3901803351";"Juridiska vai fiziska persona";"RĪGA"
"Privātā pirmsskolas izglītības iestāde ""Bērnu Osta""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Bērnu Osta""";"Nē";"Nē";"3901803440";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rīgas privātā pirmsskolas izglītības iestāde ""Evrika""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Fonds ""Vecāki bērniem""";"Nē";"Nē";"3501803559";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Daugavpils pilsētas 9. pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Daugavpils valstspilsētas pašvaldība";"Nē";"Nē";"2701903367";"Pašvaldība ";"-Nav norādīts-"
"Dobeles pirmsskolas izglītības iestāde ""Valodiņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Dobeles novada pašvaldība";"Nē";"Nē";"4501903368";"Pašvaldība ";"DOBELE"
"Valkas pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Valkas novada pašvaldība";"Nē";"Nē";"4401903356";"Pašvaldība ";"-Nav norādīts-"
"Daugavpils pilsētas 15. pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Daugavpils valstspilsētas pašvaldība";"Nē";"Nē";"2701903391";"Pašvaldība ";"-Nav norādīts-"
"Bauskas pirmsskolas izglītības iestāde ""Saulespuķe""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Bauskas novada pašvaldība";"Nē";"Nē";"4501903366";"Pašvaldība ";"RUNDĀLES NOVADS"
"Talsu pirmsskolas izglītības iestāde ""Kastanītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Talsu novada pašvaldība";"Nē";"Nē";"4101903407";"Pašvaldība ";"-Nav norādīts-"
"Jūrmalas pirmsskolas izglītības iestāde ""PODZIŅA""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Jūrmalas valstspilsētas administrācija";"Nē";"Nē";"2901903409";"Pašvaldība ";"JŪRMALA"
"Rīgas pirmsskolas izglītības iestāde ""Riekstiņš""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3501903324";"Pašvaldība ";"RĪGA"
"Aizkraukles pilsētas pirmsskolas izglītības iestāde ""Saulīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Aizkraukles novada pašvaldība";"Nē";"Nē";"4501903388";"Pašvaldība ";"AIZKRAUKLE"
"Rīgas 8. pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3501903393";"Pašvaldība ";"-Nav norādīts-"
"Rīgas pirmsskolas izglītības iestāde ""Imanta""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3501903396";"Pašvaldība ";"-Nav norādīts-"
"Rīgas pirmsskolas izglītības iestāde ""Mežaparks""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3901903397";"Pašvaldība ";"RĪGA"
"Privātā pirmsskolas izglītības iestāde ""Mācos mācīties""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Skolotājs""";"Nē";"Nē";"2801803260";"Juridiska vai fiziska persona";"JELGAVA"
"Privātā pirmsskolas izglītības iestāde ""Ciemos pie pasakas""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Pasaku taka""";"Nē";"Nē";"3601803332";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Tukuma pirmsskolas izglītības iestāde ""Taurenītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Tukuma novada pašvaldība";"Nē";"Nē";"4101903328";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Radošā Sirsniņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA Radošā Sirsniņa";"Nē";"Nē";"4301803432";"Juridiska vai fiziska persona";"SALASPILS NOVADS"
"Rīgas pirmsskolas izglītības iestāde ""Ozoliņš""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3601903533";"Pašvaldība ";"RĪGA"
"Privātā pirmsskolas izglītības iestāde ""Mana Skola""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA Mana Skola";"Nē";"Nē";"2901803434";"Juridiska vai fiziska persona";"JŪRMALA"
"Privātā pirmsskolas izglītības iestāde ""MINIVILLA""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""MAI""";"Nē";"Nē";"3401803457";"Juridiska vai fiziska persona";"RĪGA"
"Pļaviņu pirmsskolas izglītības iestāde ""Bērziņš""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Aizkraukles novada pašvaldība";"Nē";"Nē";"4501903604";"Pašvaldība ";"-Nav norādīts-"
"Valmieras pirmsskolas izglītības iestāde ""Ābelīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Valmieras novada pašvaldība";"Nē";"Nē";"2501903546";"Pašvaldība ";"-Nav norādīts-"
"Valmieras pirmsskolas izglītības iestāde ""Krācītes""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Valmieras novada pašvaldība";"Nē";"Nē";"2501903548";"Pašvaldība ";"-Nav norādīts-"
"Pirmsskolas izglītības iestāde ""Tukuma Tautskola""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"""Tukuma Tautskola""";"Nē";"Nē";"4101803389";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rīgas pirmsskolas izglītības iestāde ""Teiksma""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3701903398";"Pašvaldība ";"RĪGA"
"Jūrmalas pirmsskolas izglītības iestāde ""Taurenītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Jūrmalas valstspilsētas administrācija";"Nē";"Nē";"2901903364";"Pašvaldība ";"JŪRMALA"
"Privātā pirmsskolas izglītības iestāde ""Nēģītis""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA Nēģītis";"Nē";"Nē";"4301803481";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Graudiņš""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA EMILLIA";"Nē";"Nē";"2801803480";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Laimīgs bērns""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Laimīgs Bērns""";"Nē";"Nē";"3501803561";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Jūrmalas pirmsskolas izglītības iestāde ""Ābelīte""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Jūrmalas valstspilsētas administrācija";"Nē";"Nē";"2901903484";"Pašvaldība ";"JŪRMALA"
"Privātā pirmsskolas izglītības iestāde ""Juglas Radošā Sirsniņa""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""PPIIRSJ""";"Nē";"Nē";"3701803563";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pirmsskolas izglītības iestāde ""Sensorais bērnudārzs ""Emīla skola""""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Izglītības un attīstības centrs ""Emīla skola""""";"Nē";"Nē";"3501803341";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pirmsskolas izglītības iestāde ""Sirdsapziņas skola""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Sirdsapziņas skola""";"Nē";"Nē";"4301803280";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rīgas pirmsskolas izglītības iestāde ""Dzintariņš""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3601903395";"Pašvaldība ";"-Nav norādīts-"
"Privātā pirmsskola ""Brīvā Austras skola""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"SIA ""Brīvā Austras skola""";"Nē";"Nē";"2801803669";"Juridiska vai fiziska persona";"JELGAVA"
"Liepājas pirmsskolas izglītības iestāde ""Saulespuķe""";"Pirmsskolas izglītības iestāde";"Pirmsskolas izglītības iestāde";"Liepājas Centrālā administrācija";"Nē";"Nē";"3001903678";"Pašvaldība ";"-Nav norādīts-"
