Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Jēkabpils 3. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Jēkabpils novada pašvaldība";"Nē";"Jā";"1013900259";"Pašvaldība ";"JĒKABPILS"
"Privātskola ""Latreia""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"""PRIVĀTSKOLA ""LATREIA""""";"Nē";"Jā";"3513800288";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Ikšķiles vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ogres novada pašvaldība";"Nē";"Jā";"4413900190";"Pašvaldība ";"IKŠĶILES NOVADS"
"Amatas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412900328";"Pašvaldība ";"-Nav norādīts-"
"Cēsu 2. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412900331";"Pašvaldība ";"-Nav norādīts-"
"Jauno Līderu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4413900337";"Pašvaldība ";"-Nav norādīts-"
"Galēnu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Preiļu novada pašvaldība";"Nē";"Jā";"4212900364";"Pašvaldība ";"-Nav norādīts-"
"Jersikas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Līvānu novada pašvaldība";"Nē";"Jā";"4212900365";"Pašvaldība ";"-Nav norādīts-"
"Rožupes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Līvānu novada pašvaldība";"Nē";"Jā";"4212900368";"Pašvaldība ";"LĪVĀNU NOVADS"
"Jaunpiebalgas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4413900339";"Pašvaldība ";"-Nav norādīts-"
"Vecpiebalgas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4413900341";"Pašvaldība ";"-Nav norādīts-"
"Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Cēsu novada pašvaldība";"Nē";"Jā";"4419900342";"Pašvaldība ";"-Nav norādīts-"
"Rubeņu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jēkabpils novada pašvaldība";"Nē";"Jā";"4512900281";"Pašvaldība ";"JĒKABPILS NOVADS"
"Straupes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412900315";"Pašvaldība ";"-Nav norādīts-"
"Rāmuļu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412900319";"Pašvaldība ";"-Nav norādīts-"
"Liepas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412900324";"Pašvaldība ";"-Nav norādīts-"
"Sūnu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jēkabpils novada pašvaldība";"Nē";"Jā";"4512900284";"Pašvaldība ";"KRUSTPILS NOVADS"
"Rugāju vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Balvu novada pašvaldība";"Nē";"Jā";"4213902769";"Pašvaldība ";"-Nav norādīts-"
"Engures vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Tukuma novada pašvaldība";"Nē";"Jā";"4113900228";"Pašvaldība ";"-Nav norādīts-"
"Jaunsilavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Līvānu novada pašvaldība";"Nē";"Jā";"4212900366";"Pašvaldība ";"LĪVĀNU NOVADS"
"Mērdzenes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ludzas novada pašvaldība";"Nē";"Jā";"4212900452";"Pašvaldība ";"-Nav norādīts-"
"Ludzas Mūzikas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ludzas novada pašvaldība";"Nē";"Jā";"4212900459";"Pašvaldība ";"-Nav norādīts-"
"Rudzātu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Līvānu novada pašvaldība";"Nē";"Jā";"4213900378";"Pašvaldība ";"-Nav norādīts-"
"Aglonas Katoļu ģimnāzija";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"AGLONAS BAZILIKAS DRAUDZE";"Nē";"Jā";"4213800388";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rekavas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Balvu novada pašvaldība";"Nē";"Jā";"4213900437";"Pašvaldība ";"-Nav norādīts-"
"Liepājas Katoļu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"ROMAS KATOĻU BAZNĪCAS LIEPĀJAS DIECĒZE";"Nē";"Jā";"3012800408";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Riebiņu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Preiļu novada pašvaldība";"Nē";"Jā";"4213900379";"Pašvaldība ";"-Nav norādīts-"
"Zaubes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412900316";"Pašvaldība ";"-Nav norādīts-"
"Pildas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ludzas novada pašvaldība";"Nē";"Jā";"4212900453";"Pašvaldība ";"LUDZAS NOVADS"
"Ventspils 4. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3213900035";"Pašvaldība ";"-Nav norādīts-"
"Zūru pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils novada pašvaldība";"Nē";"Jā";"4112900046";"Pašvaldība ";"-Nav norādīts-"
"Tārgales pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils novada pašvaldība";"Nē";"Jā";"4112900050";"Pašvaldība ";"-Nav norādīts-"
"Ventspils 2. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3213900033";"Pašvaldība ";"-Nav norādīts-"
"Popes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils novada pašvaldība";"Nē";"Jā";"4112900049";"Pašvaldība ";"-Nav norādīts-"
"Puzes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils novada pašvaldība";"Nē";"Jā";"4112900054";"Pašvaldība ";"VENTSPILS NOVADS"
"Rēzeknes 2. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Jā";"3113900062";"Pašvaldība ";"-Nav norādīts-"
"Lutriņu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Saldus novada pašvaldība";"Nē";"Jā";"4112900012";"Pašvaldība ";"-Nav norādīts-"
"Ventspils 2. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3212900031";"Pašvaldība ";"-Nav norādīts-"
"Saldus pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Saldus novada pašvaldība";"Nē";"Jā";"4112900014";"Pašvaldība ";"-Nav norādīts-"
"Ventspils 1. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3212900030";"Pašvaldība ";"VENTSPILS"
"Privātsākumskola ""Varavīksne""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""Privātsākumskola""";"Nē";"Jā";"3011800081";"Juridiska vai fiziska persona";"LIEPĀJA"
"Dobeles Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Dobeles novada pašvaldība";"Nē";"Jā";"4519902412";"Pašvaldība ";"-Nav norādīts-"
"Dobeles 1. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4513900890";"Pašvaldība ";"-Nav norādīts-"
"Tirzas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Gulbenes novada pašvaldība";"Nē";"Jā";"4412900959";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Pārdaugavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3812900704";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 84. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3713900735";"Pašvaldība ";"-Nav norādīts-"
"Mazzalves pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4512900978";"Pašvaldība ";"NERETAS NOVADS"
"Seces pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4512900983";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Franču licejs";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3713900740";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 45. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3713900742";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 72. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3613900670";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 88. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3613900672";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 95. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3813900727";"Pašvaldība ";"RĪGA"
"Kalnciema vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4513900858";"Pašvaldība ";"-Nav norādīts-"
"Elejas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4513900859";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 71. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3513900772";"Pašvaldība ";"-Nav norādīts-"
"Bikstu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4512900867";"Pašvaldība ";"-Nav norādīts-"
"Gardenes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4512900874";"Pašvaldība ";"-Nav norādīts-"
"Liepājas Draudzīgā aicinājuma vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3013900932";"Pašvaldība ";"-Nav norādīts-"
"Mežinieku pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4512900881";"Pašvaldība ";"DOBELES NOVADS"
"Rīgas 10. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3913900824";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 31. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3913900826";"Pašvaldība ";"RĪGA"
"Rīgas Rīnūžu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3913900818";"Pašvaldība ";"-Nav norādīts-"
"Svētes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4512900842";"Pašvaldība ";"-Nav norādīts-"
"Valmieras 2. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Valmieras novada pašvaldība";"Nē";"Jā";"2513901058";"Pašvaldība ";"VALMIERA"
"Bebru pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4512900987";"Pašvaldība ";"-Nav norādīts-"
"Rankas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Gulbenes novada pašvaldība";"Nē";"Jā";"4412900955";"Pašvaldība ";"-Nav norādīts-"
"Vaiņodes vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4113900999";"Pašvaldība ";"-Nav norādīts-"
"Aizputes pagasta pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112901031";"Pašvaldība ";"-Nav norādīts-"
"Ziemeru pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Alūksnes novada pašvaldība";"Nē";"Jā";"4412900914";"Pašvaldība ";"-Nav norādīts-"
"Liepājas Piemares pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3012900937";"Pašvaldība ";"LIEPĀJA"
"Liepājas Oskara Kalpaka vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3013900931";"Pašvaldība ";"LIEPĀJA"
"Penkules pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4512900878";"Pašvaldība ";"DOBELES NOVADS"
"Krotes Kronvalda Ata pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112901033";"Pašvaldība ";"PRIEKULES NOVADS"
"Daudzeses pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4512900981";"Pašvaldība ";"JAUNJELGAVAS NOVADS"
"Stāķu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Gulbenes novada pašvaldība";"Nē";"Jā";"4412900952";"Pašvaldība ";"GULBENES NOVADS"
"Liepājas Dzintara vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3013900934";"Pašvaldība ";"LIEPĀJA"
"Nīcas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4113900998";"Pašvaldība ";"-Nav norādīts-"
"Priekules vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4113901000";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Hanzas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3713900741";"Pašvaldība ";"-Nav norādīts-"
"Vilces pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4512900843";"Pašvaldība ";"JELGAVAS NOVADS"
"Māteru Jura Kazdangas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112901019";"Pašvaldība ";"-Nav norādīts-"
"Auces vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4513900885";"Pašvaldība ";"-Nav norādīts-"
"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Salaspils novada pašvaldība";"Nē";"Jā";"4313901008";"Pašvaldība ";"-Nav norādīts-"
"Dzērves pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112901027";"Pašvaldība ";"-Nav norādīts-"
"Brocēnu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Saldus novada pašvaldība";"Nē";"Jā";"4113901049";"Pašvaldība ";"-Nav norādīts-"
"Aizputes vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4113901044";"Pašvaldība ";"-Nav norādīts-"
"Puškina licejs";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3913900821";"Pašvaldība ";"RĪGA"
"Aizkraukles pagasta sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4511900989";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 22. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3413900799";"Pašvaldība ";"RĪGA"
"Teteles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4512900841";"Pašvaldība ";"-Nav norādīts-"
"Kalvenes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112901020";"Pašvaldība ";"AIZPUTES NOVADS"
"Vērgales pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112901023";"Pašvaldība ";"PĀVILOSTAS NOVADS"
"Kaunatas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4213901076";"Pašvaldība ";"RĒZEKNES NOVADS"
"Sēmes sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Tukuma novada pašvaldība";"Nē";"Jā";"4111900233";"Pašvaldība ";"TUKUMA NOVADS"
"Rīgas Valsts vācu ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3519900642";"Pašvaldība ";"RĪGA"
"Salas sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Mārupes novada pašvaldība";"Nē";"Jā";"4311902824";"Pašvaldība ";"-Nav norādīts-"
"Berģu Mūzikas un mākslas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ropažu novada pašvaldība";"Nē";"Jā";"4312902828";"Pašvaldība ";"-Nav norādīts-"
"Kristiāna Dāvida pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"""Brāļu draudze""";"Nē";"Nē";"4412802815";"Juridiska vai fiziska persona";"MADONAS NOVADS"
"Ogres Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Ogres novada pašvaldība";"Nē";"Jā";"1719901137";"Pašvaldība ";"-Nav norādīts-"
"Tukuma 3. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Tukuma novada pašvaldība";"Nē";"Jā";"4112900238";"Pašvaldība ";"-Nav norādīts-"
"Tālmācības vidusskola ""Rīgas Komercskola""";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"SIA ""Rīgas komercskola""";"Nē";"Jā";"3715802846";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rīgas Igauņu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3812902864";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Pļavnieku pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3612902865";"Pašvaldība ";"RĪGA"
"Siguldas pilsētas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Siguldas novada pašvaldība";"Nē";"Jā";"4313902863";"Pašvaldība ";"SIGULDA"
"Rīgas Valsts 2. ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3919902869";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Valsts 3. ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3419900794";"Pašvaldība ";"RĪGA"
"Džūkstes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Tukuma novada pašvaldība";"Nē";"Jā";"4112900235";"Pašvaldība ";"TUKUMA NOVADS"
"Elizabetes Āgenskalna Privātā vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA ""Torņakalna Privātā vidusskola""";"Nē";"Jā";"3613802902";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Ventspils Centra sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3211902422";"Pašvaldība ";"-Nav norādīts-"
"Cēsu pilsētas Pastariņa sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4411901845";"Pašvaldība ";"-Nav norādīts-"
"Valmieras sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Valmieras novada pašvaldība";"Nē";"Jā";"2511902507";"Pašvaldība ";"-Nav norādīts-"
"Valmieras Pārgaujas sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Valmieras novada pašvaldība";"Nē";"Jā";"2511902432";"Pašvaldība ";"-Nav norādīts-"
"Jūrmalas Majoru vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2913901352";"Pašvaldība ";"-Nav norādīts-"
"Liepājas Centra sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3011902612";"Pašvaldība ";"-Nav norādīts-"
"Bauskas Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Bauskas novada pašvaldība";"Nē";"Jā";"4519901296";"Pašvaldība ";"BAUSKA"
"Rīgas Natālijas Draudziņas vidusskola ";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3413902866";"Pašvaldība ";"-Nav norādīts-"
"Daugavpils Centra vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2713902243";"Pašvaldība ";"-Nav norādīts-"
"Pamatskola ""Brīvā Māras skola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"MāruGuns";"Nē";"Jā";"4312802956";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Zaļenieku komerciālā un amatniecības vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4513902986";"Pašvaldība ";"JELGAVAS NOVADS"
"Eiropas Tālmācības vidusskola";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"SIA Eiropas Tālmācības centrs";"Nē";"Jā";"4515802989";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rīgas Valda Zālīša sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3411900787";"Pašvaldība ";"RĪGA"
"Rīgas 1. Tālmācības vidusskola";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"Sabiedrība ar ierobežotu atbildību ""V.V. mācību centrs""";"Nē";"Jā";"4515802999";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Mālpils vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Siguldas novada pašvaldība";"Nē";"Jā";"4313902967";"Pašvaldība ";"-Nav norādīts-"
"Laurenču sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Siguldas novada pašvaldība";"Nē";"Jā";"4311902928";"Pašvaldība ";"-Nav norādīts-"
"Lazdiņas privātā pamatskola ""Punktiņš""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"SIA ""Lazdiņas privātā vidusskola ""Punktiņš""""";"Nē";"Jā";"2812802996";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Jaunmārupes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Mārupes novada pašvaldība";"Nē";"Jā";"4312903031";"Pašvaldība ";"-Nav norādīts-"
"Privātā Montessori sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""Mazulītis Rū""";"Nē";"Jā";"4311802957";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Annas Brigaderes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4512903043";"Pašvaldība ";"TĒRVETES NOVADS"
"Rīgas Starptautiskā skola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"""Rīgas Starptautiskā skola""";"Nē";"Nē";"3813803052";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Maltas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4213903054";"Pašvaldība ";"-Nav norādīts-"
"Taurupes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ogres novada pašvaldība";"Nē";"Jā";"4412902972";"Pašvaldība ";"-Nav norādīts-"
"Jelgavas valstspilsētas pašvaldības izglītības iestāde ""Jelgavas 4. sākumskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2811902954";"Pašvaldība ";"JELGAVA"
