Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Jelgavas valstspilsētas pašvaldības izglītības iestāde ""Jelgavas Tehnoloģiju vidusskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2813902959";"Pašvaldība ";"-Nav norādīts-"
"Rūjienas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Valmieras novada pašvaldība";"Nē";"Jā";"4413903084";"Pašvaldība ";"-Nav norādīts-"
"Pamatskola ""Preiļu Brīvā skola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"""Preiļi izglītotai Latvijai""";"Nē";"Jā";"4212803090";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rēzeknes sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Jā";"3111903094";"Pašvaldība ";"-Nav norādīts-"
"Privātā Montesori sākumskola ""Pētnieki""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""Pētnieku darbnīca""";"Nē";"Jā";"3711803037";"Juridiska vai fiziska persona";"-Nav norādīts-"
"J.G.Herdera Rīgas Grīziņkalna vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3613903047";"Pašvaldība ";"RĪGA"
"King's College Latvia SIA";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"KING'S EDUCATION LIMITED";"Nē";"Nē";"4313803107";"Juridiska vai fiziska persona";"BABĪTES NOVADS"
"RTU inženierzinātņu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA ""RTU Starptautiskā zinātņu un tehnoloģiju skola""";"Nē";"Jā";"3913803014";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Saldus vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Saldus novada pašvaldība";"Nē";"Jā";"4113903122";"Pašvaldība ";"-Nav norādīts-"
"Skujenes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412903132";"Pašvaldība ";"AMATAS NOVADS"
"Austrumlatvijas Tehnoloģiju vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rēzeknes Tehnoloģiju akadēmija";"Nē";"Jā";"3113803087";"Juridiska vai fiziska persona";"RĒZEKNE"
"Privātā vidusskola ""Citruss""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"""Newton School"" SIA";"Nē";"Jā";"3713803152";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Burtnieku Ausekļa pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Valmieras novada pašvaldība";"Nē";"Jā";"4412903106";"Pašvaldība ";"BURTNIEKU NOVADS"
"Rīgas Montessori sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"""Montessori bērnu māja""";"Nē";"Jā";"3911803029";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Cēsu Pilsētas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4413903078";"Pašvaldība ";"-Nav norādīts-"
"Bebrenes vispārizglītojošā un profesionālā vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4213903005";"Pašvaldība ";"ILŪKSTES NOVADS"
"Aizkraukles novada vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4513903124";"Pašvaldība ";"-Nav norādīts-"
"Ata Kronvalda Durbes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112903172";"Pašvaldība ";"-Nav norādīts-"
"Tālmācības vidusskola ""Rīgas 1. vidusskola""";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"SIA ""Tālmācības vidusskola Rīgas 1. vidusskola""";"Nē";"Jā";"3415803174";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Madonas pilsētas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Madonas novada pašvaldība";"Nē";"Jā";"4413903190";"Pašvaldība ";"-Nav norādīts-"
"Mazsalacas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Valmieras novada pašvaldība";"Nē";"Jā";"4413903126";"Pašvaldība ";"-Nav norādīts-"
"Smiltenes vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4413903133";"Pašvaldība ";"-Nav norādīts-"
"Valkas Jāņa Cimzes ģimnāzija";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Valkas novada pašvaldība";"Nē";"Jā";"4413903137";"Pašvaldība ";"VALKA"
"Jūrmalas Ķemeru pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2912903110";"Pašvaldība ";"JŪRMALA"
"Liepupes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Limbažu novada pašvaldība";"Nē";"Jā";"4412903215";"Pašvaldība ";"-Nav norādīts-"
"Irlavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Tukuma novada pašvaldība";"Nē";"Jā";"4112903217";"Pašvaldība ";"-Nav norādīts-"
"Laucesas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4212903120";"Pašvaldība ";"-Nav norādīts-"
"Ilūkstes Raiņa vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4213903225";"Pašvaldība ";"ILŪKSTES NOVADS"
"Pamatskola ""Pārdaugavas Valdorfskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Sabiedrība ar ierobežotu atbildību ""Rūdolfa Šteinera skola""";"Nē";"Jā";"3812803227";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Uzvaras pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512903239";"Pašvaldība ";"-Nav norādīts-"
"Striķu sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Saldus novada pašvaldība";"Nē";"Jā";"4111903181";"Pašvaldība ";"SALDUS NOVADS"
"Ventspils Valsts 1. ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3219903101";"Pašvaldība ";"VENTSPILS"
"Starptautiskā vidusskola ""Ekziperī"" SIA";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Elena Valeryevna Buyanova";"Nē";"Nē";"4313803103";"Juridiska vai fiziska persona";"BABĪTES NOVADS"
"Rīgas Kristīgā pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Sabiedrība ar ierobežotu atbildību ""PAPILIO VIA""";"Nē";"Jā";"3712803250";"Juridiska vai fiziska persona";"RĪGA"
"Īslīces pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512903251";"Pašvaldība ";"BAUSKAS NOVADS"
"Garkalnes Mākslu un vispārizglītojošā pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ropažu novada pašvaldība";"Nē";"Jā";"4312903195";"Pašvaldība ";"GARKALNES NOVADS"
"Bārbeles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Fonds ""Saknes un spārni""";"Nē";"Jā";"4512803269";"Juridiska vai fiziska persona";"VECUMNIEKU NOVADS"
"Augšlīgatnes Jaunā sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4411903221";"Pašvaldība ";"LĪGATNES NOVADS"
"Biržu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jēkabpils novada pašvaldība";"Nē";"Jā";"4512903237";"Pašvaldība ";"-Nav norādīts-"
"V. Plūdoņa Kuldīgas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4113903238";"Pašvaldība ";"-Nav norādīts-"
"Dzērbenes vispārizglītojošā un mūzikas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412903241";"Pašvaldība ";"-Nav norādīts-"
"Dienvidkurzemes 2. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4113903289";"Pašvaldība ";"-Nav norādīts-"
"Jelgavas valstspilsētas pašvaldības izglītības iestāde ""Jelgavas Centra pamatskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2812903293";"Pašvaldība ";"-Nav norādīts-"
"Sākumskola ""Lielie stāsti""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""Darbīgās rociņas""";"Nē";"Jā";"3611803294";"Juridiska vai fiziska persona";"RĪGA"
"Zentas Mauriņas Grobiņas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4113903297";"Pašvaldība ";"-Nav norādīts-"
"Liepājas Liedaga vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3013903300";"Pašvaldība ";"-Nav norādīts-"
"Kalētu Mūzikas un mākslas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112903259";"Pašvaldība ";"-Nav norādīts-"
"Valles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512903308";"Pašvaldība ";"VECUMNIEKU NOVADS"
"Rīgas Reinholda Šmēlinga vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3613903316";"Pašvaldība ";"-Nav norādīts-"
"Alekseja Grāvīša Liepnas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Alūksnes novada pašvaldība";"Nē";"Jā";"4412903320";"Pašvaldība ";"-Nav norādīts-"
"Sabiles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Talsu novada pašvaldība";"Nē";"Jā";"4112903179";"Pašvaldība ";"TALSU NOVADS"
"Valmieras Pārgaujas Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Valmieras novada pašvaldība";"Nē";"Jā";"2519903334";"Pašvaldība ";"-Nav norādīts-"
"Privātā pamatskola DOMDARIS";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"SIA ""DOMDARIS""";"Nē";"Jā";"3412803345";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Līvbērzes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4512903193";"Pašvaldība ";"-Nav norādīts-"
"Drabešu Jaunā pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412903194";"Pašvaldība ";"-Nav norādīts-"
"Misas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512903359";"Pašvaldība ";"-Nav norādīts-"
"Vilgāles sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4111903375";"Pašvaldība ";"KULDĪGAS NOVADS"
"Rīgas 66. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3913903377";"Pašvaldība ";"-Nav norādīts-"
"Montesori pamatskola Rīgele";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Sabiedrība ar ierobežotu atbildību ""BC RĪGELE""";"Nē";"Nē";"3712803288";"Juridiska vai fiziska persona";"RĪGA"
"Augstkalnes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4512903390";"Pašvaldība ";"-Nav norādīts-"
"Ezeres pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Saldus novada pašvaldība";"Nē";"Jā";"4112903134";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Ziepniekkalna vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3813903304";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 1. vidusskola";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"SIA ""Tālmācības vidusskola""";"Nē";"Jā";"3615803415";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Pārdaugavas Montesori sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""VS Skola""";"Nē";"Jā";"3511803416";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Staiceles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Limbažu novada pašvaldība";"Nē";"Jā";"4412903245";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 1. Kristīgā pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3612903309";"Pašvaldība ";"RĪGA"
"Rīgas Raiņa vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3413903315";"Pašvaldība ";"-Nav norādīts-"
"Dobeles sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4511903252";"Pašvaldība ";"DOBELE"
"Rīgas Arkādijas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3813903445";"Pašvaldība ";"-Nav norādīts-"
"Mārupes Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Mārupes novada pašvaldība";"Nē";"Jā";"4319903318";"Pašvaldība ";"MĀRUPES NOVADS"
"Ropažu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ropažu novada pašvaldība";"Nē";"Jā";"4313903319";"Pašvaldība ";"-Nav norādīts-"
"Privātā sākumskola ""Ķiparu nams""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"SIA ""Elodeja""";"Nē";"Nē";"4411803322";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Jelgavas valstspilsētas pašvaldības izglītības iestāde ""Jelgavas Spīdolas Valsts ģimnāzija""";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2819903270";"Pašvaldība ";"-Nav norādīts-"
"Ventspils Pārventas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3212903148";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Centra pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Sabiedrība ar ierobežotu atbildību ""Klauvas""";"Nē";"Nē";"3612803330";"Juridiska vai fiziska persona";"RĪGA"
"Pļaviņu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4513903465";"Pašvaldība ";"-Nav norādīts-"
"Raunas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4412903467";"Pašvaldība ";"-Nav norādīts-"
"Tumes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Tukuma novada pašvaldība";"Nē";"Jā";"4112903286";"Pašvaldība ";"-Nav norādīts-"
"Privātā pamatskola VALMIERAS ZAĻĀ SKOLA";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Sabiedrība ar ierobežotu atbildību VALMIERAS ZAĻĀ SKOLA";"Nē";"Jā";"2512803482";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Strenču pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Valmieras novada pašvaldība";"Nē";"Jā";"4412903362";"Pašvaldība ";"-Nav norādīts-"
"Pāvilostas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112903363";"Pašvaldība ";"-Nav norādīts-"
"Murjāņu sporta ģimnāzija";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Latvijas Republikas Ministru kabinets";"Nē";"Jā";"4413003492";"Izglītības un zinātnes ministrija";"SĒJAS NOVADS"
"Gulbenes novada vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Gulbenes novada pašvaldība";"Nē";"Jā";"4413903373";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Valda Avotiņa pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3612903378";"Pašvaldība ";"RĪGA"
"Pamatskola ""Ikšķiles Brīvā skola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Brīvā skola SIA";"Nē";"Jā";"4412803292";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Iecavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512903301";"Pašvaldība ";"IECAVAS NOVADS"
"Upesleju sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Ropažu novada pašvaldība";"Nē";"Jā";"4311903380";"Pašvaldība ";"STOPIŅU NOVADS"
"Limbažu Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Limbažu novada pašvaldība";"Nē";"Jā";"4419903385";"Pašvaldība ";"LIMBAŽI"
"Jumpravas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ogres novada pašvaldība";"Nē";"Jā";"4412903236";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 9. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3713903310";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Čiekurkalna pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3912903313";"Pašvaldība ";"-Nav norādīts-"
"Tīnūžu sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Ogres novada pašvaldība";"Nē";"Jā";"4411903258";"Pašvaldība ";"IKŠĶILES NOVADS"
"Tālmācības vidusskola ""INTELEKTS""";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"SIA Tālmācības vidusskola ""INTELEKTS""";"Nē";"Jā";"3615803506";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Kalnciema pagasta pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4512903510";"Pašvaldība ";"JELGAVAS NOVADS"
"Daugavpils Draudzīgā aicinājuma vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2713903514";"Pašvaldība ";"DAUGAVPILS"
"Indriķa Zeberiņa Kuldīgas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4112903535";"Pašvaldība ";"-Nav norādīts-"
"Tilžas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Balvu novada pašvaldība";"Nē";"Jā";"4212903537";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 46. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3912903541";"Pašvaldība ";"RĪGA"
"Cēsu Jaunā vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA ""Cēsu Jaunā pamatskola""";"Nē";"Jā";"4413803431";"Juridiska vai fiziska persona";"CĒSIS"
"Rīgas 63. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3712903542";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 74. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3712903543";"Pašvaldība ";"-Nav norādīts-"
"Pamatskola ""Ogres Baltā Valdorfskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Pietura ģimenei SIA";"Nē";"Jā";"1712803352";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Jūrmalas Aspazijas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2912903439";"Pašvaldība ";"-Nav norādīts-"
"Nītaures mūzikas un mākslas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412903441";"Pašvaldība ";"AMATAS NOVADS"
"RTU Starptautiskā zinātņu un tehnoloģiju skola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA ""RTU Starptautiskā zinātņu un tehnoloģiju skola""";"Nē";"Nē";"3913803556";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Gulbenes Valdorfa pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Gulbenes Valdorfskola";"Nē";"Jā";"4412803358";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rēzeknes 6. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Jā";"3112903443";"Pašvaldība ";"-Nav norādīts-"
"Salaspils pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Salaspils novada pašvaldība";"Nē";"Jā";"4312903444";"Pašvaldība ";"SALASPILS NOVADS"
"Rīgas Bolderājas Jaunā pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3512903446";"Pašvaldība ";"-Nav norādīts-"
"Sabiedrība ar ierobežotu atbildību Starptautiskā skola Premjers";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Romans Djakons";"Nē";"Nē";"3613803562";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rīgas sākumskola ""Valodiņa""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3411903379";"Pašvaldība ";"-Nav norādīts-"
"Saulkrastu novada vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Saulkrastu novada pašvaldība";"Nē";"Jā";"4413903454";"Pašvaldība ";"-Nav norādīts-"
"Dāvja Ozoliņa Apes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4412903460";"Pašvaldība ";"APES NOVADS"
"Ludzas pilsētas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ludzas novada pašvaldība";"Nē";"Jā";"4213903466";"Pašvaldība ";"-Nav norādīts-"
"SIA ""Rīgas Vācu Skola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Martin John Farenfield";"Nē";"Nē";"3713803475";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Universum mūzikas un mākslas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Sabiedrība ar ierobežotu atbildību ""Izglītības un attīstības centrs Universum""";"Nē";"Jā";"2513803476";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Ventspils 3. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3212903479";"Pašvaldība ";"VENTSPILS"
"Alsungas Mākslu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4112903485";"Pašvaldība ";"ALSUNGAS NOVADS"
"Rēzeknes valsts poļu ģimnāzija";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Jā";"3113903491";"Pašvaldība ";"RĒZEKNE"
"Sākumskola ""Montessori māja""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"""C FUTURE"" Sabiedrība ar ierobežotu atbildību";"Nē";"Nē";"3811803410";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Jūrmalas Mežmalas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2912903508";"Pašvaldība ";"-Nav norādīts-"
"Daugavpils Iespēju vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2713903512";"Pašvaldība ";"DAUGAVPILS"
"Daugavpils Zinātņu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2713903513";"Pašvaldība ";"-Nav norādīts-"
"""VisLatvijas vidusskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"""Mācību centrs ""Ceļazvaigzne""""";"Nē";"Jā";"3813803426";"Juridiska vai fiziska persona";"RĪGA"
"Daugavpils Valstspilsētas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2713903515";"Pašvaldība ";"-Nav norādīts-"
"Rēzeknes 3. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Jā";"3112903518";"Pašvaldība ";"-Nav norādīts-"
