Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Ķekavas Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4375902275";"Pašvaldība ";"-Nav norādīts-"
"Tukuma Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Tukuma novada pašvaldība";"Nē";"Jā";"4176902262";"Pašvaldība ";"-Nav norādīts-"
"Kārļa Kažociņa Madlienas Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Ogres novada pašvaldība";"Nē";"Jā";"4474902284";"Pašvaldība ";"OGRES NOVADS"
"Juglas Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3376902149";"Pašvaldība ";"-Nav norādīts-"
"Siguldas Mākslu skola ""Baltais Flīģelis""";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Siguldas novada pašvaldība";"Nē";"Jā";"4374902437";"Pašvaldība ";"SIGULDA"
"Jēkaba Graubiņa Līvānu Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Līvānu novada pašvaldība";"Nē";"Jā";"4274902268";"Pašvaldība ";"-Nav norādīts-"
"Māras Muižnieces Rīgas Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3370902144";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Vingrošanas skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3371902217";"Pašvaldība ";"-Nav norādīts-"
"Dobeles Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Dobeles novada pašvaldība";"Nē";"Jā";"4575902606";"Pašvaldība ";"-Nav norādīts-"
"Valkas novada Bērnu - jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Valkas novada pašvaldība";"Nē";"Jā";"4471902193";"Pašvaldība ";"-Nav norādīts-"
"Babītes Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Mārupes novada pašvaldība";"Nē";"Jā";"4376902251";"Pašvaldība ";"-Nav norādīts-"
"Rojas Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Talsu novada pašvaldība";"Nē";"Jā";"4174902332";"Pašvaldība ";"-Nav norādīts-"
"Jelgavas novada Sporta centrs";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4571902108";"Pašvaldība ";"-Nav norādīts-"
"Valmieras Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Valmieras novada pašvaldība";"Nē";"Jā";"2571902195";"Pašvaldība ";"-Nav norādīts-"
"Smiltenes Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4476902118";"Pašvaldība ";"-Nav norādīts-"
"Krišjāņa Kundziņa Cīņas sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3371902120";"Pašvaldība ";"-Nav norādīts-"
"Jūrmalas Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2971902208";"Pašvaldība ";"JŪRMALA"
"Balvu Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Balvu novada pašvaldība";"Nē";"Jā";"4276902264";"Pašvaldība ";"-Nav norādīts-"
"Sporta skola ""Arkādija""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3371902211";"Pašvaldība ";"-Nav norādīts-"
"Ulbrokas Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Ropažu novada pašvaldība";"Nē";"Jā";"4374902277";"Pašvaldība ";"-Nav norādīts-"
"Jūrmalas Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2975902361";"Pašvaldība ";"-Nav norādīts-"
"Iecavas sporta skola ""Dartija""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Bauskas novada pašvaldība";"Nē";"Jā";"4571902075";"Pašvaldība ";"-Nav norādīts-"
"Rūjienas Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Valmieras novada pašvaldība";"Nē";"Jā";"4471902194";"Pašvaldība ";"-Nav norādīts-"
"Siguldas Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Siguldas novada pašvaldība";"Nē";"Jā";"4371902244";"Pašvaldība ";"-Nav norādīts-"
"Salacgrīvas Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Limbažu novada pašvaldība";"Nē";"Jā";"4475902418";"Pašvaldība ";"-Nav norādīts-"
"Kandavas Bērnu un jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Tukuma novada pašvaldība";"Nē";"Jā";"4171902406";"Pašvaldība ";"KANDAVAS NOVADS"
"Mārupes Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Mārupes novada pašvaldība";"Nē";"Jā";"4374902151";"Pašvaldība ";"MĀRUPES NOVADS"
"Jāņa Dūmiņa Baldones Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4376902282";"Pašvaldība ";"BALDONES NOVADS"
"Salaspils novada pašvaldības izglītības iestāde ""Salaspils sporta skola""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Salaspils novada pašvaldība";"Nē";"Jā";"4371902424";"Pašvaldība ";"-Nav norādīts-"
"Tukuma Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Tukuma novada pašvaldība";"Nē";"Jā";"4175902491";"Pašvaldība ";"-Nav norādīts-"
"Līvānu Bērnu un jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Līvānu novada pašvaldība";"Nē";"Jā";"4271902525";"Pašvaldība ";"LĪVĀNI"
"Preiļu Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Preiļu novada pašvaldība";"Nē";"Jā";"4274902389";"Pašvaldība ";"-Nav norādīts-"
"Dundagas Mākslas un mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Talsu novada pašvaldība";"Nē";"Jā";"4174902076";"Pašvaldība ";"-Nav norādīts-"
"Bērnu un jauniešu basketbola skola ""RĪGA""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3371902398";"Pašvaldība ";"-Nav norādīts-"
"Smiltenes pilsētas Bērnu un jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4471902107";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Volejbola skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3371902213";"Pašvaldība ";"-Nav norādīts-"
"Dienvidkurzemes Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4171902183";"Pašvaldība ";"-Nav norādīts-"
"Liepājas Kompleksā sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3071902140";"Pašvaldība ";"-Nav norādīts-"
"Liepājas pilsētas pašvaldības iestāde ""Liepājas Tenisa sporta skola""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3071902141";"Pašvaldība ";"-Nav norādīts-"
"Gulbenes novada Bērnu un jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Gulbenes novada pašvaldība";"Nē";"Jā";"4471902199";"Pašvaldība ";"-Nav norādīts-"
"Alūksnes Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Alūksnes novada pašvaldība";"Nē";"Jā";"4471902196";"Pašvaldība ";"-Nav norādīts-"
"Dobeles Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Dobeles novada pašvaldība";"Nē";"Jā";"4571902206";"Pašvaldība ";"-Nav norādīts-"
"Liepājas Sporta spēļu skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3071902139";"Pašvaldība ";"LIEPĀJA"
"Augšdaugavas novada sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4271902187";"Pašvaldība ";"-Nav norādīts-"
"Bauskas novada Bērnu un jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Bauskas novada pašvaldība";"Nē";"Jā";"4571902099";"Pašvaldība ";"-Nav norādīts-"
"Strenču Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Valmieras novada pašvaldība";"Nē";"Jā";"4476902263";"Pašvaldība ";"-Nav norādīts-"
"Valkas Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Valkas novada pašvaldība";"Nē";"Jā";"4475902291";"Pašvaldība ";"VALKA"
"Skrundas Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4176902333";"Pašvaldība ";"SKRUNDAS NOVADS"
"Pļaviņu Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4576902253";"Pašvaldība ";"PĻAVIŅU NOVADS"
"Kokneses Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4576902256";"Pašvaldība ";"-Nav norādīts-"
"Aizkraukles Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4575902101";"Pašvaldība ";"AIZKRAUKLE"
"Alūksnes Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Alūksnes novada pašvaldība";"Nē";"Jā";"4476902334";"Pašvaldība ";"ALŪKSNE"
"Alūksnes Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Alūksnes novada pašvaldība";"Nē";"Jā";"4475902237";"Pašvaldība ";"-Nav norādīts-"
"Jāņa Zirņa Staiceles Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Limbažu novada pašvaldība";"Nē";"Jā";"4474902613";"Pašvaldība ";"-Nav norādīts-"
"Edmunda Veizāna deju skola";"Profesionālās ievirzes izglītības iestāde";"Deju skola";"SIA ""VEIZĀNA DEJU SKOLA""";"Nē";"Jā";"3372802666";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Sēlijas Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jēkabpils novada pašvaldība";"Nē";"Jā";"4571902684";"Pašvaldība ";"-Nav norādīts-"
"Sējas Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Saulkrastu novada pašvaldība";"Nē";"Jā";"4474902343";"Pašvaldība ";"SĒJAS NOVADS"
"Viesītes Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Jēkabpils novada pašvaldība";"Nē";"Jā";"4574902693";"Pašvaldība ";"-Nav norādīts-"
"Jelgavas valstspilsētas pašvaldības profesionālās ievirzes un interešu izglītības iestāde ""Jelgavas Ledus sporta skola""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2871902724";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Riteņbraukšanas skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3371902692";"Pašvaldība ";"-Nav norādīts-"
"Profesionālās ievirzes sporta skola ""Pārdaugava""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"""NODIBINĀJUMS HOKEJA KLUBS ""PRIZMA""""";"Nē";"Jā";"3371802537";"Juridiska vai fiziska persona";"RĪGA"
"Privātā mūzikas skola ""BJMK Rokskola""";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Sabiedrība ar ierobežotu atbildību ""BJMK""";"Nē";"Jā";"2876802714";"Juridiska vai fiziska persona";"JELGAVA"
"Pļaviņu Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4575902634";"Pašvaldība ";"-Nav norādīts-"
"Ozolnieku Mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4576902652";"Pašvaldība ";"-Nav norādīts-"
"Zanes mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"""EXCELSUS""";"Nē";"Jā";"3176802550";"Juridiska vai fiziska persona";"RĒZEKNE"
"Agra Daņiļeviča deju skola";"Profesionālās ievirzes izglītības iestāde";"Deju skola";"Sabiedrība ar ierobežotu atbildību ""Dance""";"Nē";"Jā";"3372802659";"Juridiska vai fiziska persona";"RĪGA"
"Preiļu novada Bērnu un jauniešu sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Preiļu novada pašvaldība";"Nē";"Jā";"4271902192";"Pašvaldība ";"-Nav norādīts-"
"Ludzas novada Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Ludzas novada pašvaldība";"Nē";"Jā";"4271902158";"Pašvaldība ";"-Nav norādīts-"
"Ventspils novada Bērnu un jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Ventspils novada pašvaldība";"Nē";"Jā";"4171902182";"Pašvaldība ";"-Nav norādīts-"
"Ventspils Mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Ventspils valstspilsētas pašvaldība";"Nē";"Jā";"3275902300";"Pašvaldība ";"-Nav norādīts-"
"Olaines Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Olaines novada pašvaldība";"Nē";"Jā";"4374902266";"Pašvaldība ";"-Nav norādīts-"
"Madonas Bērnu un jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Madonas novada pašvaldība";"Nē";"Jā";"4471902198";"Pašvaldība ";"MADONA"
"Jelgavas valstspilsētas pašvaldības profesionālās ievirzes un interešu izglītības iestāde ""Jelgavas Bērnu un jaunatnes sporta skola""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2871902201";"Pašvaldība ";"-Nav norādīts-"
"Jelgavas valstspilsētas pašvaldības profesionālās ievirzes un interešu izglītības iestāde ""Jelgavas Specializētā peldēšanas skola""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2871902200";"Pašvaldība ";"-Nav norādīts-"
"Rēzeknes bērnu-jaunatnes sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Jā";"3171902186";"Pašvaldība ";"-Nav norādīts-"
"Ogres Basketbola skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Ogres novada pašvaldība";"Nē";"Jā";"1771902204";"Pašvaldība ";"-Nav norādīts-"
"Ogres novada sporta centrs";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Ogres novada pašvaldība";"Nē";"Jā";"1771902203";"Pašvaldība ";"-Nav norādīts-"
"Tukuma Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Tukuma novada pašvaldība";"Nē";"Jā";"4171902207";"Pašvaldība ";"-Nav norādīts-"
"Jēkabpils Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jēkabpils novada pašvaldība";"Nē";"Jā";"1071902185";"Pašvaldība ";"JĒKABPILS"
"Cēsu pilsētas Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Cēsu novada pašvaldība";"Nē";"Jā";"4471902100";"Pašvaldība ";"-Nav norādīts-"
"Hokeja skola ""Rīga""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3371902543";"Pašvaldība ";"-Nav norādīts-"
"Lielvārdes Sporta centrs";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Ogres novada pašvaldība";"Nē";"Jā";"4471902202";"Pašvaldība ";"LIELVĀRDES NOVADS"
"Rīgas Šaha skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3371902219";"Pašvaldība ";"-Nav norādīts-"
"Vecumnieku Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Bauskas novada pašvaldība";"Nē";"Jā";"4571902819";"Pašvaldība ";"VECUMNIEKU NOVADS"
"Ķekavas novada sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4371902825";"Pašvaldība ";"-Nav norādīts-"
"Mūzikas skola ""Namiņš""";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"Sabiedrība ar ierobežotu atbildību ""VIJOLE""";"Nē";"Jā";"3376802854";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Dinamo Rīga Sporta Skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Nodibinājums ""DINAMO RĪGA SS""";"Nē";"Jā";"3371802897";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Kandavas Mākslas un mūzikas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Tukuma novada pašvaldība";"Nē";"Jā";"4174902903";"Pašvaldība ";"KANDAVAS NOVADS"
"Grobiņas Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4174902912";"Pašvaldība ";"-Nav norādīts-"
"Iecavas Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Bauskas novada pašvaldība";"Nē";"Jā";"4574902283";"Pašvaldība ";"-Nav norādīts-"
"Profesionālās ievirzes izglītības iestāde ""Gints BUDE Tērpu Demonstrētāju studija""";"Profesionālās ievirzes izglītības iestāde";"Mākslas skola";"Sabiedrība ar ierobežotu atbildību ""Gints Bude modes nams""";"Nē";"Nē";"3375802885";"Juridiska vai fiziska persona";"RĪGA"
"Sporta skola ""METTA""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"""Nodibinājums Sporta skola ""METTA""""";"Nē";"Jā";"3371802900";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Ilūkstes Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4274902935";"Pašvaldība ";"-Nav norādīts-"
"Kandavas Deju skola";"Profesionālās ievirzes izglītības iestāde";"Deju skola";"Tukuma novada pašvaldība";"Nē";"Jā";"4172903002";"Pašvaldība ";"-Nav norādīts-"
"Salgales Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4574902966";"Pašvaldība ";"-Nav norādīts-"
"Mūsdienu deju skola ""Vendija""";"Profesionālās ievirzes izglītības iestāde";"Deju skola";"SIA Deju skola Vendija";"Nē";"Jā";"3372803017";"Juridiska vai fiziska persona";"-Nav norādīts-"
"MODERNĀS PIECCĪŅAS BĒRNU UN JAUNATNES SPORTA SKOLA";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Biedrība ""Modernās pieccīņas bērnu un jaunatnes sporta klubs""";"Nē";"Jā";"3371802992";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Florbola sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"""Florbola klubs ""Kurši""""";"Nē";"Jā";"3071802955";"Juridiska vai fiziska persona";"LIEPĀJA"
"Profesionālās ievirzes izglītības iestāde ""Jura Docenko futbola skola ""Alberts""""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jura Docenko futbola skola ""Alberts""";"Nē";"Jā";"3371803035";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā Mūzikas skola ""Andžeja Grauda Bungu skola""";"Profesionālās ievirzes izglītības iestāde";"Mūzikas skola";"SIA Ritma skola";"Nē";"Nē";"3376802924";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Latgales priekšpilsētas mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3374902983";"Pašvaldība ";"-Nav norādīts-"
"Ikšķiles Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Ogres novada pašvaldība";"Nē";"Jā";"4474902929";"Pašvaldība ";"IKŠĶILES NOVADS"
"Liepājas pilsētas pašvaldības iestāde ""Liepājas Futbola skola""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3071903105";"Pašvaldība ";"LIEPĀJA"
"Kocēnu sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Valmieras novada pašvaldība";"Nē";"Jā";"4471903055";"Pašvaldība ";"KOCĒNU NOVADS"
"Lielvārdes Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Ogres novada pašvaldība";"Nē";"Jā";"4474903125";"Pašvaldība ";"-Nav norādīts-"
"Profesionālās ievirzes izglītības iestāde sporta skola ""Supernova""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Sporta klubs ""Super Nova""";"Nē";"Jā";"3371803155";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās ievirzes izglītības iestāde ""Vsevoloda Zeļonija sporta skola""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"""SPORTA UN IZGLĪTĪBAS APVIENĪBA""";"Nē";"Jā";"3371803213";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās ievirzes sporta izglītības iestāde ""Futbola skola Jelgava""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"""Futbola klubs Jelgava""";"Nē";"Jā";"2871803218";"Juridiska vai fiziska persona";"JELGAVA"
"Pāvilostas Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4174903222";"Pašvaldība ";"-Nav norādīts-"
"Limbažu Mūzikas un mākslas skola";"Profesionālās ievirzes izglītības iestāde";"Mūzikas un mākslas skola";"Limbažu novada pašvaldība";"Nē";"Jā";"4474903254";"Pašvaldība ";"LIMBAŽI"
"Profesionālās ievirzes izglītības iestāde sporta skola ""STARS""";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"SK ""Amber""";"Nē";"Jā";"3371803275";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Ozolnieku Sporta skola";"Profesionālās ievirzes izglītības iestāde";"Sporta skola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4571903229";"Pašvaldība ";"-Nav norādīts-"
