Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Jēkabpils novada Bērnu un jauniešu centrs";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Jēkabpils novada pašvaldība";"Nē";"Nē";"1051903501";"Pašvaldība ";"-Nav norādīts-"
"Interešu izglītības iestāde ""Laimes kalve""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"""LAIMES KALVE""";"Nē";"Nē";"3351803159";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Interešu izglītības iestāde Mācību un konsultāciju centrs Piecas formulas";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Piecas izaugsmes formulas";"Nē";"Nē";"3251803160";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""DINAMO LAT""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SPORTA KLUBS ""DINAMO LAT""";"Nē";"Nē";"3351803502";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""LIRA""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Alba Lira""";"Nē";"Nē";"4351803403";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Interešu izglītības iestāde ""Minusas volejbola skola""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"""Minusas Volejbola Skola""";"Nē";"Nē";"3351803338";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Interešu izglītības iestāde ""PASSWORD""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""PASSWORD EDUCATION""";"Nē";"Nē";"4551803273";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Dronu skola Robopilots""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""Robopilots""";"Nē";"Nē";"4351803429";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Jaunrades skola""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Biedrība ""JŪVELE""";"Nē";"Nē";"4351803344";"Juridiska vai fiziska persona";"ROPAŽU NOVADS"
"Bērnu un jauniešu interešu izglītības iestāde ""Muzikālās attīstības centrs""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""MAC Studija""";"Nē";"Nē";"2551803430";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Eiropas programmēšanas skola""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA Riga International Tuition Centre";"Nē";"Nē";"3351803339";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Izglītības attīstības centrs ""Insait""""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""Insait centrs""";"Nē";"Nē";"3351803560";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Interešu izglītības iestāde ""Labie Logopēdi""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""Labie Logopēdi""";"Nē";"Nē";"3351803295";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu un jauniešu interešu izglītības iestāde ""Ģimenes izglītības centrs ""Balodītis""""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""EDUCATIO CONSONA""";"Nē";"Nē";"4351803343";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Valodu Vēstniecība""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""VALODU VĒSTNIECĪBA""";"Nē";"Nē";"3051803453";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Zinību taka""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Zinību taka""";"Nē";"Nē";"4351803478";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Knīpas un knauķi""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"""Knīpas un Knauķi""";"Nē";"Nē";"4351803496";"Juridiska vai fiziska persona";"SALASPILS NOVADS"
"Bērnu un jauniešu interešu izglītības iestāde ""VINGROŠANAS OLIMPISKAIS KLUBS""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""VINGROŠANAS OLIMPISKAIS KLUBS""";"Nē";"Nē";"3351803499";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestādes ""Dūda""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Dūda keramika""";"Nē";"Nē";"4351803655";"Juridiska vai fiziska persona";"MĀRUPES NOVADS"
"Bērnu un jauniešu interešu izglītības iestādes ""Sportojam kopā""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Biedrība ""Sportojam kopā""";"Nē";"Nē";"4351803658";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""K&S Neikšinu baleta studija""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""K&S Neikšinu baleta studija""";"Nē";"Nē";"4351803666";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestādi ""E.S.I.""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA E.S.I.Akadēmija";"Nē";"Nē";"4451803683";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""IGYM""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""IGYM""";"Nē";"Nē";"3351803507";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu un jauniešu interešu izglītības iestāde ""Pareizruna""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""LL2""";"Nē";"Nē";"3351803474";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""MERIDIAN GROUP""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""MERIDIAN GROUP""";"Nē";"Nē";"3251803602";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Zinātnes skola""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Science school""";"Nē";"Nē";"3351803424";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu un jauniešu interešu izglītības iestāde ""Valodu centrs SP""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""SPEAKUP""";"Nē";"Nē";"3351803435";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu un jauniešu interešu izglītības iestāde ""Jauniešu programmēšanas un tehnoloģiju centrs""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"""Jauniešu programmēšanas un tehnoloģiju centrs""";"Nē";"Nē";"4451803647";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Interešu izglītības iestāde ""ISSP Skola""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Fotoskola""";"Nē";"Nē";"3351803662";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Klasīte""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Cita Klasīte""";"Nē";"Nē";"4151803564";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Interešu izglītības iestāde ""Inovāciju skola""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA International School of Innovations";"Nē";"Nē";"3351803523";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Olimpisko bokseru atbalsta klubs""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"""Olimpisko Bokseru Atbalsts""";"Nē";"Nē";"3351803606";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestādi ""Izaugsmes vieta darītājiem""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Biedrība ""Es varu visu!""";"Nē";"Nē";"3351803555";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu un jauniešu interešu izglītības iestāde ""Bibabo""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Bibabo""";"Nē";"Nē";"4351803558";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde Bērnu un jauniešu centrs ""Talantu pilsēta""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Kultūras un izglītības studija ""Talantu pilsēta""";"Nē";"Nē";"3351803504";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Miranda M.";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""MIRANDA M.""";"Nē";"Nē";"3351803608";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu un jauniešu interešu izglītības iestāde ""BUKREY FIT""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""BUKREY FIT""";"Nē";"Nē";"3351803649";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Mimicademy""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Mimicademy""";"Nē";"Nē";"3351803654";"Juridiska vai fiziska persona";"RĪGA"
"""London Gates"" bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""London Gates-Daugava""";"Nē";"Nē";"3351803664";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestādie ""Minku skola""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Minku""";"Nē";"Nē";"3351803690";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestādi ""Deju studija Ciprese""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Ilona Petrovska";"Nē";"Nē";"4351803652";"Juridiska vai fiziska persona";"ROPAŽU NOVADS"
"Bērnu un jauniešu interešu izglītības iestāde ""Runātprieks""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""O2O""";"Nē";"Nē";"3351803609";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu un jauniešu interešu izglītības iestāde ""Zilbīte""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""3LL""";"Nē";"Nē";"3351803614";"Juridiska vai fiziska persona";"RĪGA"
"Bērnu un jauniešu interešu izglītības iestāde ""ILC""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""EISF""";"Nē";"Nē";"4351803636";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Atbalsta un attīstības centrs KOPĀ""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Atbalsta un attīstības centrs KOPĀ""";"Nē";"Nē";"2851803661";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestādi Saules stariņi Ādaži";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"TALANTU CENTRS";"Nē";"Nē";"4351803660";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""GL Velo skola""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"SIA ""GL WAY""";"Nē";"Nē";"4351803665";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Bērnu un jauniešu interešu izglītības iestāde ""Izaugsmes SPOTS""";"Bērnu un jauniešu interešu izglītības iestāde";"Bērnu un jauniešu interešu izglītības iestāde";"Sabiedrība ar ierobežotu atbildību ""Izaugsmes SPOTS""";"Nē";"Nē";"1751803692";"Juridiska vai fiziska persona";"OGRE"
