Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Profesionālās tālākizglītības centrs ""Mācību centrs ""Sociālo Interešu Institūts""""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"""Sociālo Interešu Institūts""";"Nē";"Nē";"3361802498";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Mācību centrs Preventa""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""UGUNSDROŠĪBAS PRODUKTU ATBILSTĪBAS NOVĒRTĒŠANAS CENTRS""";"Nē";"Jā";"3361802507";"Juridiska vai fiziska persona";"RĪGA"
"Latvijas Treneru tālākizglītības centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Latvijas Olimpiskā akadēmija";"Nē";"Nē";"3361802513";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Profesionālā skaistuma skola""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""EDEIRA""";"Nē";"Jā";"4361802443";"Juridiska vai fiziska persona";"MĀRUPES NOVADS"
"STC profesionālās tālākizglītības centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""Sertifikācijas un testēšanas centrs""";"Nē";"Jā";"4461802446";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""G4S mācību centrs""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Akciju sabiedrība ""G4S Latvia""";"Nē";"Jā";"3361802527";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""EVA-93""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""EVA-93""";"Nē";"Jā";"4261802460";"Juridiska vai fiziska persona";"LĪVĀNU NOVADS"
"Profesionālās tālākizglītības centru ""Latvijas sistēmiskās psihoterapijas centrs""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Latvijas sistēmiskās psihoterapijas institūts";"Nē";"Nē";"3361802390";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Drošība""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""FN-SERVISS""";"Nē";"Jā";"3361802461";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""Rīgas Treneru Skola""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""T4F""";"Nē";"Jā";"4361802561";"Juridiska vai fiziska persona";"ROPAŽU NOVADS"
"Profesionālās tālākizglītības centrs ""Komercizglītības centrs""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""KOMERCIZGLĪTĪBAS CENTRS""";"Nē";"Jā";"3361802499";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs SKIF T";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""SKIF T""";"Nē";"Nē";"3361802504";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""Moreno psihodrāmas izglītības centrs""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""MORENO INSTITŪTS LATVIJĀ""";"Nē";"Nē";"3361802415";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""MOST""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"MOST BUSINESS SCHOOL SIA";"Nē";"Nē";"4361802574";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""KOMUNĀLCELTNIEKS""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību mācību centrs ""KOMUNĀLCELTNIEKS""";"Nē";"Jā";"3361802376";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Fitnesa Mācību Centrs""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""Fitnesa Mācību Centrs""";"Nē";"Jā";"2761802525";"Juridiska vai fiziska persona";"DAUGAVPILS"
"Profesionālās tālākizglītības centrs ""ELISANDA""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""HAIRTEX""";"Nē";"Jā";"3361802533";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālas tālākizglītības centrs ""Mācību centrs LAIPA""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""mcLAIPA""";"Nē";"Jā";"3361802463";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Restorānu servisa skola""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""RESTORĀNU SERVISA SKOLA""";"Nē";"Jā";"3361802473";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""Personāls""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""Sertifikācijas centrs""";"Nē";"Nē";"3361802434";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Sabiedrība ar ierobežotu atbildību ""Integrētās Audzēšanas Skola""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Inga Gaile";"Nē";"Jā";"3361802493";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""SAFEWORK""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""GRIF"" filiāle ""SAFEWORK.LV""";"Nē";"Nē";"3361802554";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""Sporta izglītības aģentūra""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""Sporta izglītības aģentūra""";"Nē";"Nē";"3361802506";"Juridiska vai fiziska persona";"-Nav norādīts-"
"LUMA profesionālās tālākizglītības centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""Latvijas Uzņēmējdarbības un menedžmenta akadēmija""";"Nē";"Nē";"3361802448";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""Edmunda Veizāna profesionālā deju skola""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""VEIZĀNA DEJU SKOLA""";"Nē";"Jā";"3361802530";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""FeNiCoGd""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""FeNiCoGd""";"Nē";"Nē";"2761802573";"Juridiska vai fiziska persona";"DAUGAVPILS"
"Profesionālās tālākizglītības centrs ""SN Training Center""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""South-North Cooperation""";"Nē";"Nē";"3361802576";"Juridiska vai fiziska persona";"-Nav norādīts-"
"AS ""Sadales tīkls"" Mācību centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Akciju sabiedrība ""Sadales tīkls""";"Nē";"Jā";"3361802453";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""AGATE""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""Aprūpes centrs ""AGATE""""";"Nē";"Nē";"3361802477";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Kaskad""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""KASKAD-4""";"Nē";"Jā";"3361802486";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""Exploro mācību centrs""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Exploro SIA";"Nē";"Nē";"3361802497";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Tukuma muzejs""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Tukuma novada pašvaldība";"Nē";"Nē";"4161902558";"Pašvaldība ";"TUKUMS"
"Profesionālās tālākizglītības centrs ""Mācību centrs Galateja""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""GALATEJA""";"Nē";"Nē";"4361802456";"Juridiska vai fiziska persona";"OLAINES NOVADS"
"Sabiedrības ar ierobežotu atbildību ""BIZNESU APVIENĪBA ""KONSULS"""" Mācību centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""BIZNESU APVIENĪBA ""KONSULS""""";"Nē";"Nē";"2961802482";"Juridiska vai fiziska persona";"JŪRMALA"
"Profesionālās tālākizglītības centrs ""Education Centre Language Bridge""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ZINETA";"Nē";"Jā";"3361802519";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Juridiskās koledžas profesionālās tālākizglītības centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""Juridiskā koledža""";"Nē";"Nē";"3361802441";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Baltijas klase""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""RVL Balt""";"Nē";"Nē";"3361802464";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Baltijas drošības skola""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"""BALTIJAS DROŠĪBAS SKOLA"" SIA";"Nē";"Jā";"3361802522";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Tiara-S""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""Tiara-S""";"Nē";"Nē";"3361802529";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Amatprasme.lv profesionālās tālākizglītības centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""Amatprasme""";"Nē";"Nē";"3361802537";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Labas metodes""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""Bērnu attīstības centrs ABC""";"Nē";"Nē";"3361802538";"Juridiska vai fiziska persona";"RĪGA"
"LSDF izglītības centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Latvijas Sporta deju federācija";"Nē";"Jā";"3361802491";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""CNI-Baltija""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""PIGMALION""";"Nē";"Nē";"3361802512";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Bogomolov"" Image School""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"SIA ""Bogomolov' Image School""";"Nē";"Nē";"3361802518";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Profesionālās tālākizglītības centrs ""HelloIT""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""HelloGroup""";"Nē";"Nē";"3361802526";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Mācību centrs Dizaina studija ""Poētika""""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""POĒTIKA""";"Nē";"Jā";"3361802532";"Juridiska vai fiziska persona";"RĪGA"
"Latvijas Brīvo arodbiedrību savienības Mācību centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Latvijas Brīvo arodbiedrību savienība";"Nē";"Nē";"3361802551";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Studija I""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Rīgas sabiedrība ar ierobežotu atbildību Firma ""EFEKTS""";"Nē";"Jā";"3361802541";"Juridiska vai fiziska persona";"RĪGA"
"Profesionālās tālākizglītības centrs ""Kognitīvi biheiviorālās terapijas mācību centrs""";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"""Latvijas Kognitīvi biheiviorālās terapijas asociācija""";"Nē";"Nē";"3361802545";"Juridiska vai fiziska persona";"RĪGA"
"Komplementārās medicīnas profesionālās tālākizglītības centrs";"Profesionālās tālākizglītības un pilnveides izglītības iestāde";"Profesionālās tālākizglītības centrs";"Sabiedrība ar ierobežotu atbildību ""Medicīnas un izglītības centrs ""VOKS""""";"Nē";"Nē";"3361802555";"Juridiska vai fiziska persona";"RĪGA"
